y4_hhid,children_education___output___tanzania_2014,crop_sales___output___tanzania_2014,expenditure___output___tanzania_2014,has_medical___output___tanzania_2014,no_food_def___output___tanzania_2014,HH_shock___tanzania_2014,receive_assistance___policy___tanzania_2014,amt_assist_rec___policy___tanzania_2014,crop_diverse___policy___tanzania_2014,has_borrowed___policy___tanzania_2014,illness_hh_member___policy___tanzania_2014,has_hire_work___ethiopia___tanzania_2014,number_oxen_own___policy___tanzania_2014,number_of_plough___policy___tanzania_2014,owns_certificate___policy___tanzania_2014,post_damage___policy___tanzania_2014,quant_che_fert___policy___tanzania_2014,quant_pest___policy___tanzania_2014,soil_long___policy___tanzania_2014,soil_short___policy___tanzania_2014,uses_cred___policy___tanzania_2014,uses_irr___policy___tanzania_2014,atten_school___policy___tanzania_2014,dist_road___policy___tanzania_2014,dist_market___policy___tanzania_2014,has_work_fem___policy___tanzania_2014,household_h_age___tanzania_2014,HH_divorce___tanzania_2014,HH_male___tanzania_2014,HH_head_mono___tanzania_2014,HH_head_poly___tanzania_2014,HH_seperated___tanzania_2014,HH_widow___tanzania_2014,HH_nevermar___tanzania_2014,household_size___tanzania_2014,land_surface___tanzania_2014,literacy___tanzania_2014,has_bank_account___policy___tanzania_2014,has_savings___policy___tanzania_2014
7238,0.2,160,2699121.5,0,1,1,0,,4,,1,1,22,2,0,0,0,0,2,,,,0.4,2.5,15,1,56,0,1,0,1,0,0,0,5,1.56,0,0,
7239,0.1666667,,2879550.75,0,0,1,0,,3,,0,0,,2,0,,0,0,2,,,,0.5,4,12.66667,1,32,0,1,1,0,0,0,0,6,0.22,0,0,
7251,0.75,,3295496.5,0,1,1,0,,2,,0,0,29,2,0,,50,0,2,,,,0.75,1,5,1,47,0,0,0,1,0,0,0,4,0.53,0,0,
7252,0.1,7520,12634964,0,1,1,0,,5,1,2,1,32,2,1,0,1250,14,1,,1,,0.8,0.75,7.875,1,40,0,1,0,1,0,0,0,20,7.46,0,1,1
7253,,3600,3212194.75,0,1,1,0,,1,,2,1,34,2,0,0,350,0,1,,,,0.75,6,31,1,48,0,1,0,1,0,0,0,4,2.68,0,1,0
7254,0.6,,2134477.75,0,1,1,0,,,,0,1,,2,0,0,50,2,1,,,,0.8,0,50,1,33,0,0,1,0,0,0,0,5,1.73,0,0,
7255,0.6,360,2671401.75,0,0,1,0,,3,,1,1,57,2,0,0,50,0,2,,,,1,0,20,1,42,0,0,0,0,0,1,0,5,2.46,0,0,1
7256,0.4,2400,1317694,0,1,1,0,,3,,0,0,15,2,0,0,50,0,2,,,,0.8,0.75,4,1,43,0,1,1,0,0,0,0,5,4.77,0,0,
7257,0.1428571,300,3457146.25,0,1,1,0,,1,,0,1,45,2,0,0,50,0,2,,,,0.5714286,0.5,25.5,1,61,0,1,1,0,0,0,0,7,3.56,0,0,0
7258,0.1666667,1420,4549750.5,0,0,1,0,,4,2,1,0,18,2,1,0,200,500,2,,1,,0.6666667,0.1666667,0.1666667,1,35,0,1,0,0,0,0,0,6,4.31,0,0,1
7270,,1220,2325233.5,0,1,1,0,,2,,0,1,30,2,,,0,0,2,,,,1,4,4,,26,0,1,0,0,0,0,1,1,0,0,1,1
7271,0.5,,2510169.25,0,1,1,0,,3,,0,1,69,2,0,0,0,0,2,,,,0.6666667,0.3333333,2.333333,1,47,0,0,1,0,0,0,0,6,14.57,0,0,
7272,0.2857143,12756,3372392.5,0,1,1,0,,4,,0,1,,2,0,,0,0,2,,,,0.7142857,0,8.466666,1,38,0,1,1,0,0,0,0,7,11.92,0,1,1
7273,0.2857143,10060,6005750,0,1,1,0,,3,,0,1,25,2,0,,400,0,1,,,,0.7142857,10,11,1,38,0,1,1,0,0,0,0,7,0,0,0,0
7274,0.3333333,40,3744253.25,0,1,0,0,,3,,3,1,,2,0,,0,0,1.5,,,,0.6666667,0.5,2.5,1,42,0,1,0,1,0,0,0,6,1.13,0,0,
7275,0.5,200,3530807,0,1,1,1,40000,3,,0,0,8,2,0,,0,0,1,,,,0.8333333,0,1.5,1,37,0,1,1,0,0,0,0,6,3.22,0,0,
7276,0.4,420,6559091,0,1,1,0,,2,1,0,0,,2,0,,0,0,2.5,,1,,0.8,0.5,0.25,1,38,0,0,1,0,0,0,0,5,2.71,0,0,
7277,,500,3140280.5,0,0,1,0,,1,,2,1,45,2,,,0,0,2,,,,0.6666667,2,4,1,56,0,1,1,0,0,0,0,6,3.73,0,0,
7289,0.25,200,1482234.5,0.25,0,1,1,36000,4,,1,0,59,2,0,,0,0,1,,,,0.75,0,4,1,66,0,0,0,0,0,1,0,4,5.59,0,0,
7290,,,2791575.25,0,0,1,0,,3,,2,0,48,2,0,,0,0,2,,,,0.5714286,0.2333333,2,1,45,0,1,1,0,0,0,0,7,3.37,0,0,0
7291,0.5,100,3136226.25,0,0,1,0,,1,1,1,1,37,2,0,,0,0,1,,1,,0.5,0.5833333,3.333333,,42,1,1,0,0,0,0,0,2,1.6,0,0,
7292,,,583259.25,0,1,1,0,,4,,1,0,,2,0,0,0,0,2,,,,0,1.5,4.5,,53,0,1,0,0,0,1,0,1,0.93,0,0,
7293,,600,9708789,0,1,1,0,,4,2,0,1,276,2,,,0,0,2,,1,,0.375,1.25,6,1,53,0,1,1,0,0,0,0,8,25.13,0,0,0
7294,,,2218403.75,0,1,1,0,,1,,0,1,122,2,0,,0,0,2,,,,0,2,2,1,37,0,1,1,0,0,0,0,2,11.78,0,0,0
7295,,,1257494.5,0,0,1,0,,,,0,,12,,,,,,,,,,0,,,1,20,0,0,1,0,0,0,0,3,0,0,0,
7296,,486,4340061.5,0,0,1,0,,2,,2,0,90,2,,,0,0,3,,,,0.25,2,3,1,40,0,0,0,1,0,0,0,8,7.18,0,0,0
7308,0.5714286,,4890070,0,1,1,0,,,,1,,,,,,,,,,,,1,,,0,47,0,1,1,0,0,0,0,7,0,0,0,
7309,0.3,,7023426.5,0,1,1,0,,,,1,,,,,,,,,,,,0.8,,,0,51,0,1,1,0,0,0,0,10,0,0,1,0
7310,0.0833333,,11095955,0,1,0,0,,,,0,,,,,,,,,,,,0.8333333,,,0,51,0,1,1,0,0,0,0,12,0,0,1,0
7311,0.2857143,,6882401,,1,1,0,,,,0,,,,,,,,,,,,0.8571429,,,1,53,,1,,,,,,7,0,0,0,1
7312,0.1428571,,2702594.25,0,1,0,0,,,,0,,,,,,,,,,,,0.7142857,,,1,30,0,1,1,0,0,0,0,7,0,0,0,
7313,0.1111111,,3566201,0,1,0,0,,,,0,,,,,,,,,,,,0.7777778,,,1,62,0,0,0,0,0,1,0,9,0,0,0,
7314,0.2857143,,3549142.25,0,1,0,0,,,,2,,,,,,,,,,,,0.7142857,,,1,37,0,1,1,0,0,0,0,7,0,0,1,0
7315,0.2727273,,5985541,0,1,0,0,,,,3,,,,,,,,,,,,0.8181818,,,1,62,0,1,1,0,0,0,0,11,0,0,1,0
7327,0.2857143,,7036086,0,1,1,0,,,,1,,,,,,,,,,,,0.8571429,,,1,49,0,1,1,0,0,0,0,7,0,0,0,
7329,,,2734349.75,0,1,1,0,,,,1,,,,,,,,,,,,0.3333333,,,0,25,1,0,0,0,0,0,0,6,0,0,0,
7331,0.1428571,,3877511.25,0,1,1,0,,0,,0,1,,2,0,0,0,0,2,,,,0.7142857,3,5,1,57,0,1,0,1,0,0,0,7,0,0,0,
7332,0.1428571,,4443443,0,1,0,0,,0,,2,0,,2,0,0,0,0,2,,,,0.4285714,5,8,1,60,0,0,1,0,0,0,0,7,0,0,0,0
7333,,,4810786,0,1,0,0,,,,1,,,,,,,,,,,,0.5,,,1,35,0,1,1,0,0,0,0,4,0,0,1,
7335,0.1428571,,4073205.5,0,1,0,0,,,,1,,5,,,,,,,,,,0.7142857,,,0,43,0,1,0,1,0,0,0,7,0,0,0,
7336,0.25,,1312606.5,0,1,0,0,,,,0,,,,,,,,,,,,1,,,1,58,0,0,0,0,0,1,0,4,0,0,0,
7338,0.1111111,,4350359.5,,0,1,0,,0,,1,0,,2,0,,0,0,2,,,,0.4444444,3,6,1,40,0,1,1,0,0,0,0,9,0,0,0,
7346,0.0909091,,3083442,0,1,1,0,,,,0,,,,,,,,,,,,0.5454546,,,0,48,0,1,1,0,0,0,0,11,0,0,0,
7347,0.2857143,,5503601,0,1,0,0,,,,3,,,,,,,,,,,,0.8571429,,,1,36,0,1,1,0,0,0,0,7,0,0,1,
7348,,,5240481,0,1,1,0,,,,1,,,,,,,,,,,,1,,,1,37,0,0,1,0,0,0,0,4,0,0,0,
7351,,,5632449,0,1,0,0,,,,2,,,,,,,,,,,,1,,,1,29,0,1,1,0,0,0,0,2,0,0,0,0
7352,0.2,,6579117,0,1,0,0,,,,2,,,,,,,,,,,,1,,,1,46,0,1,1,0,0,0,0,5,0,0,1,0
7353,0.2,,3615112.25,0,1,1,0,,,,3,,,,,,,,,,,,0.6,,,1,41,0,1,1,0,0,0,0,5,0,0,0,
7356,0.1666667,,6427821,0,1,0,0,,,,0,1,,2,1,0,0,0,2,,,,1,1,20,1,56,0,1,1,0,0,0,0,6,0,0,1,0
7357,0.6,,2674060,0,1,0,0,,,,1,,,,,,,,,,,,1,,,0,44,0,1,0,1,0,0,0,5,0,0,1,
7365,,,4862327.5,0,1,1,0,,1,,1,1,17,2,0,0,15,0,1,,,,0.75,2.666667,22.66667,1,30,0,1,1,0,0,0,0,4,0,0,0,
7366,,,1831586.375,0,0,1,0,,,,1,0,,2,0,0,0,0,2,,,,1,2,18,0,50,1,1,0,0,0,0,0,3,0,0,0,
7367,0.2,600,3257204.5,0,1,0,0,,4,,5,0,6,2,,,150,0,1,,,,0.8,1,1,1,40,0,1,1,0,0,0,0,5,0,0,0,
7368,0.1428571,,8967844,0,1,1,0,,,,2,0,,2,,0,0,0,1,,,,0.8571429,3,17.5,1,51,0,1,1,0,0,0,0,7,0,0,1,
7369,0.2857143,,7068223,0,1,1,0,,,,0,,,,,,,,,,,,0.7142857,,,1,25,0,1,0,1,0,0,0,7,0,0,1,
7370,0.2,,2584506,0,1,1,0,,0,,0,1,,2,,0,0,0,1.5,,,,0.8,3.5,16,1,37,0,0,1,0,0,0,0,5,0,0,0,
7371,,,1695334.25,0,1,0,0,,,,1,0,3,2,,0,0,0,1,,,,1,3,10,1,32,0,1,1,0,0,0,0,2,0,0,0,
7372,,,7275974.5,0.3333333,0,0,0,,,,3,,,,,,,,,,,,0.6666667,,,1,31,0,1,1,0,0,0,0,3,0,0,0,1
7384,,,214501,0,1,0,0,,,,0,,,,,,,,,,,,0.6666667,,,,36,0,1,0,1,0,0,0,3,0,0,0,
7386,,,2561766.25,0,1,0,0,,,,0,,,,,,,,,,,,1,,,,47,0,1,1,0,0,0,0,2,0,0,0,
7387,,,4181426.5,0,1,1,0,,,,0,,,,,,,,,,,,1,,,1,45,0,1,1,0,0,0,0,3,0,0,0,
7389,,,4770178.5,0,1,0,0,,,,3,,,,,,,,,,,,0.625,,,0,44,0,1,1,0,0,0,0,8,0,0,1,0
7390,0.125,,4455419,0,1,0,0,,,,3,,,,,,,,,,,,0.75,,,1,50,0,1,1,0,0,0,0,8,0,0,0,
7391,,,9464314,0,1,0,0,,,,2,,,,,,,,,,,,0.75,,,0,32,0,1,1,0,0,0,0,4,0,0,0,
7394,,,5036164.5,0,1,0,0,,,,2,,,,,,,,,,,,0.8333333,,,0,52,0,0,0,0,0,1,0,6,0,0,0,0
7395,,,5857694.5,0,1,1,0,,,,4,,,,,,,,,,,,0.8333333,,,1,49,0,1,0,1,0,0,0,6,0,0,0,
7403,,,3274564.5,0,1,0,0,,,,0,,,,,,,,,,,,0.75,,,0,66,0,1,0,1,0,0,0,4,0,0,0,
7404,0.0909091,,6224567.5,0,1,0,0,,,,3,0,,2,,0,0,0,2,,,,0.6363636,1,5,0,42,0,1,1,0,0,0,0,11,0,0,1,
7405,0.3333333,,5163701.5,0,1,1,0,,,,2,,,,,,,,,,,,0.8333333,,,0,34,0,1,1,0,0,0,0,6,0,0,0,
7406,0.3333333,,5913225,0,1,0,0,,,,1,,,,,,,,,,,,0.8888889,,,1,42,0,1,0,1,0,0,0,9,0,0,1,0
7408,,,4985922,0,1,0,0,,,,1,,,,,,,,,,,,0.5,,,0,46,0,1,0,1,0,0,0,10,0,0,0,
7409,0.2857143,,2177117,0,1,0,0,,,,2,,,,,,,,,,,,0.8571429,,,0,40,0,1,1,0,0,0,0,7,0,0,0,
7410,0.1666667,,4015465,0,1,1,0,,,,0,,,,,,,,,,,,0.6666667,,,1,36,0,0,1,0,0,0,0,6,0,0,0,
7411,,,2812337.5,0,1,1,0,,,,0,,,,,,,,,,,,0.6666667,,,,70,0,0,0,0,0,1,0,3,0,0,0,
7422,,,3389779.5,0,1,0,0,,,,0,,,,,,,,,,,,0.4,,,,37,0,1,1,0,0,0,0,5,0,0,0,
7423,0.4444444,,9456852,0.1111111,1,1,0,,,,4,,,,,,,,,,,,0.7777778,,,0,58,0,1,0,1,0,0,0,9,0,0,1,0
7424,,,8718565,0,1,1,0,,,,2,,,,,,,,,,,,1,,,0,25,0,1,0,0,0,0,1,3,0,0,1,0
7425,,,2638797.25,0,1,0,0,,,,0,,,,,,,,,,,,1,,,,22,0,1,1,0,0,0,0,2,0,0,0,
7426,0.2,,6039836,0,1,0,0,,,,0,,,,,,,,,,,,1,,,1,57,0,1,0,1,0,0,0,5,0,0,1,
7427,0.3333333,,4246130.5,0,1,0,0,,,,1,,,,,,,,,,,,0.8333333,,,0,30,0,1,1,0,0,0,0,6,0,0,0,
7428,0.375,,3679412.25,0,1,1,0,,,,1,,,,,,,,,,,,0.625,,,1,43,0,0,1,0,0,0,0,8,0,0,0,
7429,,,9239756,0,1,1,0,,,,2,,,,,,,,,,,,0.5,,,0,34,0,1,1,0,0,0,0,6,0,0,0,
7441,0.2,,7445417,0,1,0,0,,,,0,,,,,,,,,,,,1,,,0,53,0,1,0,1,0,0,0,10,0,0,1,0
7442,,,11538153,0,1,0,0,,0,,2,1,,2,1,0,0,0,1,,,,1,2,7,0,60,0,1,1,0,0,0,0,8,0,0,1,0
7443,0.25,,2998965,0,1,0,0,,,,1,,,,,,,,,,,,1,,,1,62,0,1,0,1,0,0,0,4,0,0,0,
7444,,,3408134.25,0,1,1,0,,,,0,,,,,,,,,,,,1,,,,27,0,1,1,0,0,0,0,2,0,0,0,
7447,0.25,,7899635,0,1,0,0,,,,2,,,,,,,,,,,,0.75,,,1,65,1,0,0,0,0,0,0,12,0,0,0,
7448,0.6,,7540322.5,0,1,1,0,,,1,2,,,,,,,,,,1,,0.8,,,1,46,0,1,1,0,0,0,0,5,0,0,1,
7450,,,2870617.75,0,1,1,0,,,,0,,,,,,,,,,,,0.5,,,1,75,0,1,1,0,0,0,0,4,0,0,0,
7451,0.1428571,,5967611.5,0,0,0,0,,,,3,,,,,,,,,,,,0.8571429,,,1,42,0,1,1,0,0,0,0,7,0,0,0,0
7460,0.1111111,,6578713.5,0,1,0,0,,,,0,,,,,,,,,,,,0.8888889,,,,55,0,1,1,0,0,0,0,9,0,0,0,
7461,0.4,,8493956,0,1,0,0,,,,0,,100,,,,,,,,,,0.8,,,1,51,0,1,0,1,0,0,0,5,0,0,1,1
7463,,,7254106.5,0,1,0,0,,,,2,,,,,,,,,,,,0.7142857,,,1,47,0,1,0,1,0,0,0,7,0,0,1,
7465,,,6083483.5,,1,1,0,,,,3,,,,,,,,,,,,0.75,,,1,49,1,0,0,0,0,0,0,4,0,0,1,
7466,,,7233996.5,,1,0,0,,,,3,,,,,,,,,,,,0.8333333,,,0,45,0,1,1,0,0,0,0,6,0,0,1,
7467,0.1428571,,3270439.25,0,1,0,0,,,,1,,,,,,,,,,,,0.8571429,,,1,38,0,0,1,0,0,0,0,7,0,0,0,
7468,0.125,,3337357.25,0,1,0,0,,,,1,,,,,,,,,,,,0.75,,,1,50,0,1,1,0,0,0,0,8,0,0,0,
7469,,,2150464.5,0,1,1,0,,,,0,,,,,,,,,,,,1,,,1,65,0,0,0,0,0,1,0,1,0,0,0,
7479,0.3,,5153695.5,0,1,1,0,,,,4,,,,,,,,,,,,0.7,,,1,45,0,1,0,1,0,0,0,10,0,0,0,
7480,0.1666667,,4153662.25,0,1,0,0,,,,2,,,,,,,,,,,,0.6666667,,,,40,0,1,1,0,0,0,0,6,0,0,0,0
7482,,,9421182,0,1,1,0,,,,1,,,,,,,,,,,,0.75,,,0,70,0,1,0,1,0,0,0,8,0,0,0,
7483,0.125,,3782741,0,1,1,0,,,,2,,,,,,,,,,,,0.625,,,0,35,0,1,1,0,0,0,0,8,0,0,0,
7484,0.5,,6414047,0,1,0,0,,,,2,,,,,,,,,,,,0.8333333,,,0,35,0,1,1,0,0,0,0,6,0,0,0,
7485,,,5476769,0,1,0,0,,,,1,,,,,,,,,,,,0.8,,,1,53,0,1,1,0,0,0,0,5,0,0,0,
7486,0.25,,2329369.5,0,1,1,0,,,,2,,,,,,,,,,,,0.75,,,,34,0,1,1,0,0,0,0,4,0,0,0,
7487,0.2857143,,3739640.75,0,0,0,0,,,,2,,,,,,,,,,,,0.5714286,,,0,40,0,1,1,0,0,0,0,7,0,0,0,
7498,0.25,,4884934.5,0,1,0,0,,,,1,,,,,,,,,,,,0.75,,,1,45,0,1,1,0,0,0,0,8,0,0,1,0
7499,0.2857143,,3369897.75,0,1,1,0,,,,1,,,,,,,,,,,,0.5714286,,,0,41,0,1,1,0,0,0,0,7,0,0,0,
7500,0.1666667,,3413194.75,0,1,0,0,,,,0,,,,,,,,,,,,0.6666667,,,0,42,0,1,0,1,0,0,0,6,0,0,0,0
7501,0.1666667,,4668458.5,0,1,1,0,,,,0,,,,,,,,,,,,1,,,1,47,0,1,1,0,0,0,0,6,0,0,1,
7502,0.1428571,,5149275.5,0,1,1,0,,,,0,,,,,,,,,,,,1,,,0,51,0,0,1,0,0,0,0,7,0,0,0,
7503,0.4,,4278860.5,0,1,0,0,,,,0,,,,,,,,,,,,0.8,,,1,37,0,1,1,0,0,0,0,5,0,0,1,0
7504,,,4235703.5,0,1,1,0,,,,0,,,,,,,,,,,,0.5,,,,27,0,1,1,0,0,0,0,4,0,0,0,
7505,0.2857143,,5350010.5,0,1,1,0,,,,0,,,,,,,,,,,,0.7142857,,,,31,0,1,0,1,0,0,0,7,0,0,0,0
7517,,,5510463.5,0,1,0,0,,,,1,,,,,,,,,,,,0.6,,,,34,0,1,1,0,0,0,0,5,0,0,1,0
7518,,,2232558.5,-0.4,1,1,0,,,,0,,,,,,,,,,,,0.6,,,1,47,0,0,1,0,0,0,0,5,0,0,0,
7519,0.4,,10245090,,1,1,0,,,,1,,,,,,,,,,,,0.8,,,,57,0,1,1,0,0,0,0,5,0,0,1,
7520,0.25,,8149754.5,0,1,0,0,,,,1,,,,,,,,,,,,0.5,,,1,30,0,1,1,0,0,0,0,4,0,0,1,0
7521,0.125,,8075982.5,,1,0,0,,,,1,,,,,,,,,,,,0.75,,,0,41,0,1,1,0,0,0,0,8,0,0,1,0
7522,0.3333333,,9965170,,1,0,0,,,,1,,,,,,,,,,,,0.8888889,,,1,54,0,1,1,0,0,0,0,9,0,0,1,0
7523,,,4787757.5,0.25,1,1,0,,,,3,,,,,,,,,,,,0.75,,,1,51,0,0,0,0,0,1,0,4,0,0,0,
7524,0.0909091,,9484263,0,1,0,0,,,,5,,,,,,,,,,,,0.9090909,,,0,56,0,1,0,1,0,0,0,11,0,0,1,0
7536,,,2774867,0,1,0,0,,,,0,,,,,,,,,,,,1,,,0,60,0,0,1,0,0,0,0,3,0,0,0,
7539,0.4,,4352411,0.2,1,0,0,,,,2,,,,,,,,,,,,0.8,,,,26,0,1,1,0,0,0,0,5,0,0,0,
7540,0.1428571,,8503908,0,1,1,0,,,,1,,,,,,,,,,,,1,,,0,51,0,1,1,0,0,0,0,7,0,0,1,
7541,,,3970047.75,0,1,0,0,,,,1,0,,2,,0,0,0,1,,,,0.5,2,6,0,63,0,1,1,0,0,0,0,4,0,0,1,
7542,0.25,,8114388,0,1,0,0,,,,0,,,,,,,,,,,,0.75,,,0,39,0,1,0,1,0,0,0,8,0,0,1,0
7543,,,4570817.5,0,1,0,0,,,,0,,,,,,,,,,,,1,,,1,47,0,0,1,0,0,0,0,5,0,0,1,0
7545,,,4029672.25,0.2,0,0,0,,,,2,,,,,,,,,,,,0.4,,,0,70,0,1,1,0,0,0,0,5,0,0,0,1
7547,0.1428571,,4467135.5,0,1,1,0,,,,0,,,,,,,,,,,,0.7142857,,,0,45,0,1,0,1,0,0,0,7,0,0,0,
7555,,,1863951.375,0,1,0,0,,,,1,,,,,,,,,,,,1,,,,49,0,0,1,0,0,0,0,2,0,0,0,
7557,,,3316274.5,0,1,1,0,,,,1,,,,,,,,,,,,0.6666667,,,,30,0,1,1,0,0,0,0,3,0,0,0,
7558,0.2222222,,6918592,0,1,0,0,,,,1,,,,,,,,,,,,0.7777778,,,0,45,0,1,1,0,0,0,0,9,0,0,1,
7559,0.25,,6735638.5,0,1,0,0,,,,2,,,,,,,,,,,,1,,,1,46,0,1,1,0,0,0,0,4,0,0,1,1
7560,,,3577777.5,0,0,0,0,,,,2,,,,,,,,,,,,0.6,,,1,36,0,1,1,0,0,0,0,5,0,0,0,
7561,0.125,,5733242.5,0,0,0,0,,,,2,,,,,,,,,,,,0.875,,,1,52,1,0,0,0,0,0,0,8,0,0,0,
7562,,,3100203.75,0,1,1,0,,,,0,,,,,,,,,,,,0.6666667,,,,28,0,1,1,0,0,0,0,3,0,0,1,
7568,,,5667980.5,0,1,0,0,,,,0,,,,,,,,,,,,0.6,,,1,30,0,1,0,1,0,0,0,5,0,0,0,0
7574,0.1428571,,12648646,0,1,1,0,,,,1,,,,,,,,,,,,1,,,1,60,0,1,1,0,0,0,0,7,0,0,1,
7575,0.2,,7759811,0,1,0,0,,,,1,,,,,,,,,,,,0.8,,,1,42,0,0,0,0,0,1,0,5,0,0,0,1
7576,0.4,,4866151,0,1,0,0,,,,0,,,,,,,,,,,,0.8,,,0,48,0,1,1,0,0,0,0,5,0,0,0,
7577,,,4555162,0,1,0,0,,,,1,,,,,,,,,,,,1,,,0,65,0,0,1,0,0,0,0,3,0,0,0,0
7578,,,3578236.25,0.3333333,1,0,0,,,,2,,,,,,,,,,,,0.6666667,,,1,70,0,0,0,0,0,1,0,3,0,0,1,
7579,0.375,,5084918,-0.25,1,0,0,,,,1,,,,,,,,,,,,0.625,,,0,36,0,1,1,0,0,0,0,8,0,0,0,
7580,,,8963466,0,1,1,0,,,,2,,,,,,,,,,,,1,,,,58,0,1,1,0,0,0,0,3,0,0,0,
7581,,,4772779.5,0,1,0,0,,,,0,,,,,,,,,,,,1,,,,67,0,1,1,0,0,0,0,2,0,0,1,
7593,,,5928010,0,1,1,0,,,,0,,,,,,,,,,,,0.8333333,,,1,53,0,0,1,0,0,0,0,6,0,0,1,
7594,,,2239817.25,0,1,0,0,,,,0,,,,,,,,,,,,0.6666667,,,,25,0,1,1,0,0,0,0,3,0,0,0,
7595,0.2,,2361190,0,1,1,0,,,,0,,,,,,,,,,,,1,,,0,52,0,0,0,0,0,1,0,5,0,0,0,
7596,,250,4110676.75,0,1,1,0,,0,,0,0,,2,,0,0,0,2,,,,0.8571429,2,40,1,72,0,1,1,0,0,0,0,7,0,0,0,
7597,0.1428571,,4420083.5,0,1,0,0,,,,1,,,,,,,,,,,,0.8571429,,,0,51,0,1,0,1,0,0,0,7,0,0,1,1
7598,0.1428571,,7474846.5,0,1,1,0,,,,2,,,,,,,,,,,,0.7142857,,,1,53,0,1,0,1,0,0,0,7,0,0,1,
7599,,,3512997.25,-0.75,1,0,0,,,,1,,,,,,,,,,,,0.25,,,,77,0,1,1,0,0,0,0,8,0,0,1,
7600,0.25,,2261208,0,1,0,0,,,,0,,,,,,,,,,,,0.75,,,,27,0,1,1,0,0,0,0,4,0,0,0,
7612,0.4285714,,6006445.5,0,1,0,0,,,,6,,,,,,,,,,,,1,,,0,43,0,1,0,1,0,0,0,7,0,0,1,
7613,,,3571547.75,0,1,1,0,,,,0,,,,,,,,,,,,0.5,,,,33,0,1,1,0,0,0,0,2,0,0,0,
7614,,,2293768,0,1,1,0,,,,2,,,,,,,,,,,,1,,,1,41,0,0,0,0,0,1,0,2,0,0,0,
7615,,,8030626.5,0.3333333,1,0,0,,,,2,,,,,,,,,,,,0.6666667,,,1,31,0,0,1,0,0,0,0,3,0,0,1,0
7616,,,6345366.5,0,1,0,0,,0,,0,0,,2,,0,0,0,2,,,,0.8333333,1.5,40,1,56,0,1,1,0,0,0,0,6,0,0,0,0
7618,,,2438886.25,0,1,0,0,,,,0,,,,,,,,,,,,0.3333333,,,1,43,1,0,0,0,0,0,0,3,0,0,0,0
7621,0.2,,3150939.5,0,1,1,0,,,,1,,,,,,,,,,,,1,,,0,56,0,1,1,0,0,0,0,5,0,0,0,
7623,0.1666667,,9039982,0,1,0,0,,,,1,,,,,,,,,,,,1,,,0,65,0,1,1,0,0,0,0,6,0,0,1,
7631,0.25,344,7771992.5,0,0,1,0,,2,,3,0,,2,0,,0,0,1,,,,0.75,0.15,1.15,1,44,0,1,1,0,0,0,0,4,1.78,0,0,0
7632,,,3414111.25,0,1,0,0,,0,1,0,1,,2,,,0,0,1,,1,,1,0,0,,28,0,1,0,0,0,0,1,1,0.38,0,1,1
7633,,,1636826.375,0,1,1,0,,,1,0,,,,,,,,,,1,,1,,,1,41,0,0,0,0,0,0,1,1,0,0,1,0
7634,,,2246683.5,0,1,0,0,,,,0,,,,,,,,,,,,0.5,,,1,81,1,0,0,0,0,0,0,2,0,0,0,
7635,0.5,,1766689.5,0,1,1,0,,,,1,,,,,,,,,,,,1,,,1,27,0,0,0,0,1,0,0,2,0,0,0,0
7636,,100,2277880.5,0,1,1,0,,0,,1,0,,2,,,0,1,1,,,,0.6666667,1,12,1,43,0,1,1,0,0,0,0,3,0,0,0,1
7637,0.5,,1540291.75,0,0,0,0,,,,0,,,,,,,,,,,,0.5,,,1,29,0,0,0,0,1,0,0,4,0,0,0,
7638,,,3270324,0,1,0,0,,,1,0,,,,,,,,,,1,,0.5,,,1,29,0,0,1,0,0,0,0,4,0,0,1,1
7650,0.1666667,,2671845.25,0,0,1,0,,1,2,0,0,,2,,,0,0,1.33333,,1,,0.6666667,1,5.666667,1,31,0,1,0,0,0,0,0,6,0,0,0,
7651,,,1983409.25,0,0,1,0,,,,0,,,,,,,,,,,,0.3333333,,,,25,0,1,0,0,0,0,0,3,0,0,0,0
7652,,,1439391,0,0,1,0,,,,0,0,,2,0,0,0,0,2,,,,1,0,3,,37,0,1,0,0,0,1,0,1,0.05,0,1,1
7653,,,5778133,0,0,1,0,,2,1,5,0,84,2,0,,0,0,2,,1,,0.8,0,3,1,60,0,1,1,0,0,0,0,5,1.09,0,1,0
7654,0.25,,2540999.75,0,0,1,0,,0,,2,1,,2,,,0,0,1,,,,0.75,1,12,1,34,0,0,0,0,1,0,0,4,0,0,0,0
7655,,5792,3090504.5,0,0,1,0,,7,,1,1,15,2,0,0,50,0,1,,,,1,1.6,3.2,1,56,0,1,1,0,0,0,0,2,4.78,0,0,
7656,,1200,7539659,0,1,1,0,,1,1,2,1,,2,0,0,0,0,1,,1,,0.8333333,3.75,8.5,1,63,0,1,0,1,0,0,0,6,1.98,0,0,0
7657,0.2,775,6007584.5,0,0,1,0,,5,,2,1,150,2,1,0,0,450,1,,,,0.8,5.666667,9.666667,1,52,0,1,1,0,0,0,0,5,8.67,0,0,0
7669,0.3333333,,4942313.5,0,1,1,0,,,1,3,,,,,,,,,,1,,1,,,1,35,0,1,1,0,0,0,0,3,0,0,0,0
7670,,,6617641.5,0,1,0,0,,,,2,,,,,,,,,,,,0.6666667,,,1,35,0,1,1,0,0,0,0,3,0,0,1,0
