y4_hhid,children_education___output,crop_sales___output,expenditure___output,has_medical_assistance___output,no_food_deficiency___output,crop_diversification___policy,has_bank_account___policy,has_borrowed___policy,has_hired_workers___policy,months_hired_workers___policy,number_of_animals_owned___policy,number_of_hired_workers___policy,number_of_ploughs_owned___policy,owns_land_certificate___policy,quantity_of_fertilizers_used___policy,quantity_of_pesticides_used___policy,uses_credit___policy,uses_irrigation___policy,attended_school,distance_to_road,distance_to_market,household_head_age,household_head_is_divorced,household_head_is_male,household_head_is_monogamous,household_head_is_polygamous,household_head_is_separated,household_head_is_widowed,household_head_never_married,household_size,land_surface,literacy,lives_in_arusha,lives_in_daressalaam,lives_in_dodoma,lives_in_geita,lives_in_iringa,lives_in_kagera,lives_in_kaskazinipemba,lives_in_kaskaziniunguja,lives_in_katavi,lives_in_kigoma,lives_in_kilimanjaro,lives_in_kusinipemba,lives_in_kusiniunguja,lives_in_manyara,lives_in_mara,lives_in_mbeya,lives_in_mjinimagharibi,lives_in_morogoro,lives_in_mtwara,lives_in_mwanza,lives_in_njombe,lives_in_pwani,lives_in_rukwa,lives_in_ruvuma,lives_in_shinyanga,lives_in_simiyu,lives_in_singida,lives_in_tabora,lives_in_tanga,rural_household,weight,latitude,longitude
6454,0,300000,4390540,0.25,1,2,0,0,0,0,134,,2,0,130,0,0,0,0,5,21,46,0,1,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1411.532,-6.727820015,32.03403446
6458,0,610000,1427458.25,0,1,3,0,0,,0,66,,0,1,150,0,0,0,0,8,18,24,0,1,1,0,0,0,0,4,16.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1411.532,-6.727820015,32.03403446
6459,0,318000,1156066.25,0.1666667,1,5,0,1,0,0,33,,0,,0,0,0,0,0,4.5,10,28,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1411.532,-6.727820015,32.03403446
6457,,150000,772703.375,0,1,1,0,1,,0,20,,0,,0,0,1,0,0,0,18,21,0,1,0,0,0,0,0,2,0.59,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1411.532,-6.727820015,32.03403446
6456,0,68000,1861427.75,0.4,0,3,0,0,1,0,25,0,0,0,0,0,0,0,0,0,1,29,0,1,1,0,0,0,0,5,3.55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1411.532,-6.727820015,32.03403446
6455,0.1111111,,6298855,0,1,4,0,0,0,0,232,,1,0,2600,0,0,0,0.2,1,5,42,0,1,0,0,0,0,0,15,21.16,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1411.532,-6.727820015,32.03403446
2487,0.6666667,492000,1270663.625,0.4,0,2,0,1,1,0,46,8,0,0,0,0,0,0,0.6,0.5,7.25,38,0,1,1,0,0,0,0,5,1.8,0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1830.358,-7.093726279,31.06652638
2484,0,76800,2180645.5,0.5,1,3,0,1,,0,18,,0,0,0,0,0,0,0,1,2,36,0,1,0,0,0,0,0,4,3.59,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1830.358,-7.093726279,31.06652638
2488,0.8,330000,7356609.5,0,1,1,0,0,,0,61,,0,,0,0,0,0,0.875,1,12,46,0,1,1,0,0,0,0,8,3.4,0.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1830.358,-7.093726279,31.06652638
2485,,140000,5435787.5,0,1,1,0,1,1,0,6,3,0,0,0,0,0,0,1,1,1,24,0,1,1,0,0,0,0,2,1.05,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1830.358,-7.093726279,31.06652638
2486,0.3333333,415000,2427982.25,0.2,0,6,0,1,,0,,,0,1,0,0,0,0,0.4,0,1.666667,34,0,1,0,0,0,0,0,5,4,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1830.358,-7.093726279,31.06652638
2489,0.3333333,,3682655.25,0.1428571,1,0,0,1,1,0,8,14,0,0,0,0,0,0,0.4285714,0,0,70,0,0,0,0,0,1,0,7,32.72,0.4285714,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1830.358,-7.093726279,31.06652638
2483,0.4,140000,4029298.25,0.4285714,0,1,0,1,,0,,,0,0,0,0,0,0,0.5714286,2,4,37,0,1,0,1,0,0,0,7,3.35,0.5714286,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1830.358,-7.093726279,31.06652638
2482,0.5,,1596918.625,0.25,0,2,0,1,1,0,,3,0,0,0,0,0,0,0.75,1,1,32,0,1,0,0,0,0,0,4,1.7,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1830.358,-7.093726279,31.06652638
6476,0,90000,1440915.5,0.1428571,0,3,0,0,,0,,,0,0,0,0,0,0,0.4285714,1.5,9.5,40,0,1,0,1,0,0,0,7,0.1,0.1428571,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3471.606,-7.246177822,31.38580001
6472,0,150000,704263.3125,0.25,1,2,0,0,,0,,,0,0,0,0,0,0,0,1.5,3.5,30,0,1,1,0,0,0,0,4,1.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3471.606,-7.246177822,31.38580001
6473,0,30000,2131390.75,0.125,1,4,0,0,1,0,4,0,0,,0,0,0,0,0.25,2.75,5.5,39,0,0,0,0,1,0,0,8,0.27,0.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3471.606,-7.246177822,31.38580001
6483,0.4,360000,2213329,0.1428571,1,7,0,1,1,0,15,0,0,0,0,0,0,0,0.2857143,2.5,5.5,37,0,1,1,0,0,0,0,7,0.11,0.2857143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3471.606,-7.246177822,31.38580001
6478,0.1428571,180000,3054518.75,0,1,3,0,0,,0,10,,0,0,0,0,0,0,0.5555556,8.5,11.5,37,0,1,1,0,0,0,0,9,0.09,0.5555556,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3471.606,-7.246177822,31.38580001
6474,0.25,280000,3741355.25,0,1,4,0,1,,0,,,0,0,10,0.15,0,0,0.5,0,3,39,0,1,1,0,0,0,0,6,0.26,0.3333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3471.606,-7.246177822,31.38580001
6477,0.5,70000,2682960.75,0.375,1,3,0,0,,0,63,,0,0,0,0,0,0,0.625,1,3.5,50,0,1,1,0,0,0,0,8,0.09,0.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3471.606,-7.246177822,31.38580001
6479,0.2857143,1230000,8021285,0,1,3,1,1,,0,,,0,0,0,0,0,0,0.8,3.5,9.5,46,0,1,1,0,0,0,0,10,0.39,0.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3471.606,-7.246177822,31.38580001
4515,0,38000,913596.4375,0,0,3,0,0,1,0,,0,0,,0,0,0,0,0.3333333,0,6,18,0,0,0,1,0,0,0,3,1.5,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1887.472,-2.497086826,34.18643186
4516,0,34000,1889047.75,0.3333333,0,7,0,1,1,0,,10,0,,0,0,1,0,0.1666667,0,3,28,0,1,1,0,0,0,0,6,4.46,0.1666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1887.472,-2.497086826,34.18643186
4520,0.125,220000,2565530,0.4545455,1,1,0,0,1,0,52,8,1,0,0,0,1,0,0.1818182,0.25,18.375,65,0,0,0,0,0,1,0,11,10.14,0.0909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1887.472,-2.497086826,34.18643186
4522,0.3333333,150000,1100417.875,0.2,0,0,0,0,1,0,28,0,1,0,0,80,0,0,1,1,5,67,0,1,0,1,0,0,0,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1887.472,-2.497086826,34.18643186
4519,0,228000,1695107.625,0,0,2,0,1,1,0,69,11,0,0,0,0,0,0,0.3333333,0.5,4,34,0,1,0,0,0,0,0,3,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1887.472,-2.497086826,34.18643186
4521,0.2857143,205250,2051106,0.6,0,4,0,1,,0,86,,0,0,0,0.165,1,0,0.4,0,4,43,0,0,0,1,0,0,0,10,2.1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1887.472,-2.497086826,34.18643186
4517,0,492100,1235272.5,0,0,4,0,1,1,0,,18,0,0,0,0.165,0,0,0.3333333,0,2,30,0,1,0,0,0,0,0,3,6.4,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1887.472,-2.497086826,34.18643186
4518,,120000,1627274.125,0.5,1,5,0,1,1,0,16,0,1,0,0,0,0,0,0.5,0,1.25,62,0,1,0,1,0,0,0,2,2.81,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1887.472,-2.497086826,34.18643186
8491,0.4285714,178000,1284572,0,0,4,0,1,,0,,,0,0,5,2,0,1,0.6666667,3.75,20,35,0,1,1,0,0,0,0,9,0.26,0.2222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2159.396,-2.757951554,34.03878869
8487,0.8181818,,7872059,0.1111111,1,0,0,0,1,0,47,0,2,0,0,0,0,0,0.7777778,0.05,16,41,0,1,0,1,0,0,0,18,3.62,0.7222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2159.396,-2.757951554,34.03878869
8489,0.3333333,200000,1388903.25,0.25,,0,0,1,,0,,,0,,0,0,1,0,0.5,4,10,28,0,1,1,0,0,0,0,8,2.58,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2159.396,-2.757951554,34.03878869
8493,1,245000,5482774.5,0.2857143,1,3,0,1,0,0,41,,0,0,440,0.35,0,0,0.4285714,0,13,72,0,0,0,0,0,1,0,7,4.19,0.4285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2159.396,-2.757951554,34.03878869
8492,0,60000,1496025,0,1,1,0,1,1,0,,0,0,,0,0,0,0,0.6,9,18,40,0,1,1,0,0,0,0,5,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2159.396,-2.757951554,34.03878869
8490,0.25,1359000,3197760.75,0.125,0,3,0,1,1,0,30,0,1,0,2250,0,1,0,0.5,0,9,57,0,0,0,0,0,1,0,8,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2159.396,-2.757951554,34.03878869
8488,,1758800,3644026.5,0,0,5,0,1,0,0,110,,0,1,7250,4000,0,0,0.6666667,0,15.5,68,0,0,0,0,0,1,0,3,6.51,0.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2159.396,-2.757951554,34.03878869
8486,0.4285714,1501500,4728444,0,1,10,0,1,1,0,68,0,1,0,1500,0,0,0,0.6666667,5.666667,28.66667,39,0,1,0,1,0,0,0,9,4.06,0.5555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2159.396,-2.757951554,34.03878869
4539,0.5,195000,4754730,0.5,0,2,0,1,,0,,,0,0,0,0,0,0,0.75,0.25,7.5,23,0,1,1,0,0,0,0,4,2.76,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2899.188,-2.620348142,33.77425579
4540,1,498400,4307887,0,0,5,0,1,1,0,177,37,2,,0,0,0,0,1,0.6666667,4,64,0,0,0,0,0,1,0,5,8.24,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2899.188,-2.620348142,33.77425579
4534,0.3333333,724000,1637153.75,0.375,1,4,0,1,1,0,24,11,0,0,0,0,0,0,0.625,1,5,47,0,1,0,0,0,0,0,8,1.83,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2899.188,-2.620348142,33.77425579
4535,0,520000,5405456,0.4166667,0,4,0,1,,0,32,,1,0,0,0,0,,0.75,2.5,29.5,53,0,1,0,1,0,0,0,12,11.64,0.5833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2899.188,-2.620348142,33.77425579
4538,,124200,1163775.25,0.3333333,0,1,0,1,1,0,,4,0,0,0,0,0,0,0.3333333,0.05,7.5,84,0,1,0,1,0,0,0,3,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2899.188,-2.620348142,33.77425579
4537,0.25,117600,2388515.25,0.1666667,0,4,0,1,1,0,13,10,0,,0,0.4,0,,0.1666667,3,4,39,0,1,1,0,0,0,0,6,1.64,0.1666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2899.188,-2.620348142,33.77425579
4541,0.4,679000,3739892.25,0.1666667,1,3,0,1,1,0,26,5,2,0,0,0,0,0,0.3333333,0.4,7,32,0,0,0,0,0,0,0,6,3.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2899.188,-2.620348142,33.77425579
4543,0.6666667,42000,4292738.5,0.1666667,1,0,0,1,1,0,12,0,0,1,0,0,0,0,0.6666667,0,6,68,0,0,0,0,0,1,0,6,3,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2899.188,-2.620348142,33.77425579
8509,0,922000,7043522.5,0.2,0,3,0,1,,0,144,,1,0,0,0,1,0,0.6,0,15.6,54,0,0,0,0,0,1,0,10,20.56,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2021.149,-2.44063748,34.12793896
8511,0.5,12000,895977.5,0.2857143,0,1,0,1,1,0,,2,0,0,0,0,0,0,0.4285714,5,40,29,0,0,0,0,1,0,0,7,1.12,0.1428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2021.149,-2.44063748,34.12793896
8512,0.3333333,81000,3544116.25,0.1428571,0,4,0,1,1,0,58,0,0,0,50,0,1,0,0.5714286,0,8.666667,36,0,1,1,0,0,0,0,7,5.11,0.5714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2021.149,-2.44063748,34.12793896
8505,0.1818182,1001250,2899538,0,1,3,0,1,1,0,29,2,1,0,0,2,1,0,0.3846154,4.5,4.5,41,0,1,0,1,0,0,0,13,8.41,0.0769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2021.149,-2.44063748,34.12793896
8506,0.375,5922000,5259949,0.1818182,1,6,0,0,1,12,76,36,1,0,0,4000,0,0,0.4545455,0,9.5,37,0,1,0,1,0,0,0,11,28.23,0.1818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2021.149,-2.44063748,34.12793896
8507,0.5,168000,1665226.375,0.4,1,3,0,1,1,0,6,15,0,0,0,0,0,0,0.6,5,6,54,0,0,0,0,0,1,0,5,4.3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2021.149,-2.44063748,34.12793896
8508,0.1111111,720000,12931318,0,1,3,0,1,,0,32,,1,,0,0,0,0,0.5,1.25,10,93,0,1,0,1,0,0,0,16,70.73,0.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2021.149,-2.44063748,34.12793896
8510,0.4,870000,2681093.5,0,0,2,0,1,1,0,20,0,0,0,0,1.7,0,0,0.4285714,0.5,35.5,43,0,1,1,0,0,0,0,7,4.6,0.4285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2021.149,-2.44063748,34.12793896
4554,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.797485642,33.99474992
4557,0,506000,2350993.25,0.25,1,1,0,1,1,0,,8,0,,0,0,0,0,0.25,2,0.5,48,0,1,0,0,0,0,0,4,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1457.11,-2.797485642,33.99474992
4564,0.5,,1997781.875,0.1666667,0,,0,,,0,,,0,,,,0,,1,,,40,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1457.11,-2.797485642,33.99474992
4560,,47000,3878469.25,0.3333333,0,2,0,1,,0,,,0,,240,0,1,0,1,0,4,47,0,1,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1457.11,-2.797485642,33.99474992
4553,0,,1966499.5,0.3333333,0,,0,,,0,,,0,,,,0,,0.6666667,,,24,0,1,1,0,0,0,0,3,0,0.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1457.11,-2.797485642,33.99474992
4555,,,3013537.25,1,1,,1,,,0,,,0,,,,0,,1,,,27,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1457.11,-2.797485642,33.99474992
4556,1,,1579220.375,0.5,0,,0,,,0,,,0,,,,0,,1,,,42,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1457.11,-2.797485642,33.99474992
4559,,,3420912,0.5,1,,0,,,0,,,0,,,,0,,1,,,23,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1457.11,-2.797485642,33.99474992
4573,0,24000,3806464.75,0.4444444,1,2,0,1,1,0,73,4,0,0,0,0,0,0,0.3333333,0,12,53,0,1,0,1,0,0,0,9,0.39,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2576.056,-2.931192657,34.41179789
4574,0.2307692,41000,7037444.5,0.4,0,5,0,1,1,0,125,14,1,,1500,0,1,0,0.4,0.6666667,14,59,0,1,0,1,0,0,0,20,11.35,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2576.056,-2.931192657,34.41179789
4579,0.5,116000,3918085.25,1,1,2,0,1,1,0,71,16,1,0,2500,0,1,0,0.8,0,12,47,0,0,0,1,0,0,0,5,5.33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2576.056,-2.931192657,34.41179789
4572,0,,1724200.5,0.3333333,0,0,0,1,1,0,20,0,0,0,0,0,1,0,0.3333333,1,14,37,0,1,1,0,0,0,0,6,0.8,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2576.056,-2.931192657,34.41179789
4578,,,1299235,1,0,,0,0,,0,27,,0,0,,,0,0,0,0,14,61,0,1,0,0,0,1,0,1,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2576.056,-2.931192657,34.41179789
4577,0.2,47000,743385.8125,0.3333333,0,2,0,1,1,0,26,6,0,,0,0,1,0,0.6666667,0,20,34,0,0,0,1,0,0,0,6,0.6,0.1666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2576.056,-2.931192657,34.41179789
4576,0,,1116871.875,0.5,0,5,0,0,0,0,41,,0,0,0,0,0,0,0.5,0.1,16,54,0,0,0,0,0,1,0,4,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2576.056,-2.931192657,34.41179789
4575,0,680000,2756321.25,0.8,1,1,0,1,1,4,27,12,0,0,3000,10,1,1,0.6,12.5,71.25,61,0,0,0,0,0,1,0,5,2.69,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2576.056,-2.931192657,34.41179789
8531,0.75,960500,7893393.5,0.2857143,0,6,0,1,,0,188,,1,1,8400,0,0,0,0.8571429,0,5,42,0,1,1,0,0,0,0,7,4.38,0.8571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2392.593,-3.012350194,33.91393926
8524,0,,1350630.5,0.5,1,2,0,1,1,0,,0,0,0,0,0,0,0,0.5,11,12,19,0,0,0,1,0,0,0,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2392.593,-3.012350194,33.91393926
8528,0.4285714,180000,4099779,0.3636364,0,4,0,1,1,0,24,4,1,0,1000,0,0,0,0.6363636,1,2,42,0,1,1,0,0,0,0,11,0.75,0.4545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2392.593,-3.012350194,33.91393926
8529,0.4444444,414000,2906275,0.2307692,0,4,0,1,,0,60,,0,0,0,0,0,0,0.6153846,0,6,63,0,1,1,0,0,0,0,13,5.04,0.5384616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2392.593,-3.012350194,33.91393926
8525,0,574500,2555796.25,0.25,1,4,0,1,1,0,28,0,0,,0,0.2,0,0,0.5,3.666667,10,27,0,1,1,0,0,0,0,4,3.79,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2392.593,-3.012350194,33.91393926
8530,0,58000,1478093.625,0,0,3,0,1,,0,,,0,0,0,0,0,0,0.25,2,36,32,0,0,0,0,0,1,0,4,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2392.593,-3.012350194,33.91393926
8527,0,,1640581.5,0,1,3,0,1,,0,,,0,0,0,0,0,0,0,0.4,2.75,30,0,0,0,0,1,0,0,3,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2392.593,-3.012350194,33.91393926
8526,0.5,175000,2757407.75,0.25,0,4,0,1,1,0,20,0,0,,0,0,1,0,0.625,0.25,2,31,0,1,1,0,0,0,0,8,0.88,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2392.593,-3.012350194,33.91393926
4596,0.6,1047500,4657177.5,0.2857143,1,8,0,1,1,0,63,11,1,0,0,0,0,0,0.5714286,3.25,4,33,0,1,1,0,0,0,0,7,21.23,0.1428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1896.713,-3.642558876,34.29704102
4595,0.3333333,228000,4261233.5,0.25,0,2,0,1,1,0,95,40,1,0,0,0,0,0,0.5,0,24,36,0,1,0,0,0,0,0,8,82.7,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1896.713,-3.642558876,34.29704102
4594,0.6,3464000,12071389,0.0833333,1,0,1,1,1,0,146,10,3,0,0,0,0,0,0.8333333,0.7,12,38,0,1,0,0,0,0,0,12,93.19,0.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1896.713,-3.642558876,34.29704102
4597,0.4,662000,3673141.75,0,1,6,0,1,1,0,82,0,1,0,0,0,0,0,0.5714286,3.666667,5.333333,41,0,1,0,1,0,0,0,7,14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1896.713,-3.642558876,34.29704102
4598,0,950000,3139154,0.6666667,1,2,0,1,1,0,31,10,0,0,40,0,0,0,0.3333333,0,3.5,30,0,0,0,1,0,0,0,3,9.55,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1896.713,-3.642558876,34.29704102
4592,0.2,1630000,7305533.5,0.3,1,0,0,1,,0,74,,1,0,600,0,0,1,0.8,0,8,45,0,1,1,0,0,0,0,10,26.81,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1896.713,-3.642558876,34.29704102
