y4_hhid,children_education___output,crop_sales___output,expenditure___output,has_medical_assistance___output,no_food_deficiency___output,crop_diversification___policy,has_bank_account___policy,has_borrowed___policy,has_hired_workers___policy,months_hired_workers___policy,number_of_animals_owned___policy,number_of_hired_workers___policy,number_of_ploughs_owned___policy,owns_land_certificate___policy,quantity_of_fertilizers_used___policy,quantity_of_pesticides_used___policy,uses_credit___policy,uses_irrigation___policy,attended_school,distance_to_road,distance_to_market,household_head_age,household_head_is_divorced,household_head_is_male,household_head_is_monogamous,household_head_is_polygamous,household_head_is_separated,household_head_is_widowed,household_head_never_married,household_size,land_surface,literacy,lives_in_arusha,lives_in_daressalaam,lives_in_dodoma,lives_in_geita,lives_in_iringa,lives_in_kagera,lives_in_kaskazinipemba,lives_in_kaskaziniunguja,lives_in_katavi,lives_in_kigoma,lives_in_kilimanjaro,lives_in_kusinipemba,lives_in_kusiniunguja,lives_in_manyara,lives_in_mara,lives_in_mbeya,lives_in_mjinimagharibi,lives_in_morogoro,lives_in_mtwara,lives_in_mwanza,lives_in_njombe,lives_in_pwani,lives_in_rukwa,lives_in_ruvuma,lives_in_shinyanga,lives_in_simiyu,lives_in_singida,lives_in_tabora,lives_in_tanga,rural_household,weight,latitude,longitude
3721,0.5,298000,2802045.5,0.25,1,6,0,0,0,0,30,,0,0,0,0,1,0,0.75,12.125,12.125,43,0,1,1,0,0,0,0,4,1.4,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4389.981,-7.169420605,37.57636233
3723,0.25,201000,1631943.75,0.3333333,0,15,0,0,,0,,,0,0,0,0,0,0,0.5,25.5,25.5,41,0,1,0,1,0,0,0,6,2.53,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4389.981,-7.169420605,37.57636233
3717,0.5,100000,1378499.875,0.3333333,1,8,0,0,0,0,16,,0,0,0,0,0,0,0.6666667,30.66667,26,32,0,0,0,0,0,0,0,3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4389.981,-7.169420605,37.57636233
3720,0.25,230500,2420377,0.1666667,0,3,0,0,1,0,27,0,0,0,0,0,0,0,0.3333333,7.666667,7,39,0,1,1,0,0,0,0,6,0.58,0.1666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4389.981,-7.169420605,37.57636233
7732,0.6,590000,4302162,0.1111111,1,5,0,1,1,0,64,33,5,0,0,5,0,0,0.5555556,0.1666667,4.666667,49,0,1,0,1,0,0,0,9,29.2,0.5555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6264.832,-6.069506402,36.88002283
7728,0,120000,1329279.5,0,0,3,0,0,,0,6,,0,0,0,0,0,0,0.75,0,0,47,0,1,1,0,0,0,0,4,2.49,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6264.832,-6.069506402,36.88002283
7726,0,28000,1851735.75,0.1666667,0,2,0,0,1,0,,0,0,,0,0,0,0,0,6,12,29,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6264.832,-6.069506402,36.88002283
7729,0,150000,957734.875,0.3333333,1,1,0,1,1,0,,4,0,0,0,0,0,0,0,1,4,30,0,0,0,0,1,0,0,3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6264.832,-6.069506402,36.88002283
7733,,3395000,5352537.5,0.25,0,5,0,1,1,4,27,0,2,0,3050,3,1,1,0.5,2.666667,12.66667,55,0,1,1,0,0,0,0,4,8.53,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6264.832,-6.069506402,36.88002283
7731,0,60000,2528817.75,0,0,1,0,0,,0,,,0,,0,0,0,0,0.25,5,250,27,0,1,1,0,0,0,0,4,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6264.832,-6.069506402,36.88002283
7727,0,130000,1072740.125,0.4,0,2,0,0,,0,,,0,0,0,0,0,0,0.4,0,12,42,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6264.832,-6.069506402,36.88002283
7730,0,300000,2829057.75,0,0,1,0,1,1,0,,0,0,0,0,0,0,0,0.6666667,2,3,27,0,1,1,0,0,0,0,3,2.11,0.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6264.832,-6.069506402,36.88002283
7746,0,,2707036,0.5,1,,0,,,0,,,0,,,,0,,0.75,,,30,0,1,1,0,0,0,0,4,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3282.566,-6.148942317,36.88438743
7750,,,4154736.5,0,1,,1,,,0,,,0,,,,0,,1,,,27,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3282.566,-6.148942317,36.88438743
7751,1,,4710071.5,0.3333333,1,,0,,1,12,5,,0,,,,0,,1,,,74,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3282.566,-6.148942317,36.88438743
7745,0.3333333,,1832216.125,0,1,,0,,,0,,,0,,,,0,,0.6,,,33,0,1,1,0,0,0,0,5,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3282.566,-6.148942317,36.88438743
7747,0.6,60000,2412906.75,0.1666667,0,1,0,0,1,0,,0,0,,0,0,0,0,0.8333333,8,18,30,0,0,0,0,0,0,1,6,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3282.566,-6.148942317,36.88438743
7752,0.5,,6269515.5,0.25,1,,0,,,0,,,0,,,,0,,0.75,,,22,0,1,1,0,0,0,0,4,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3282.566,-6.148942317,36.88438743
7748,1,,5076831.5,0,1,,1,,,0,,,0,,,,0,,1,,,62,0,1,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3282.566,-6.148942317,36.88438743
7749,0.3333333,24000,2173082,0,0,2,0,1,1,0,10,21,0,0,0,0,0,0,0.6666667,16,17,42,0,0,0,0,1,0,0,6,0,0.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3282.566,-6.148942317,36.88438743
4159,0.6666667,2144000,5765630.5,0.3333333,1,2,0,0,1,0,,0,0,0,200,0,0,0,1,3.5,7,51,0,1,1,0,0,0,0,6,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5651.412,-6.36615404,38.57992579
4157,0,30000,2872076.75,0.6666667,1,0,0,0,1,0,,2,0,0,0,0,0,0,0.6666667,4,4,35,0,1,0,0,0,0,0,3,0,0.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5651.412,-6.36615404,38.57992579
4160,,294000,9773081,1,1,3,0,0,1,0,,20,0,0,200,0,1,0,1,5.333333,7,35,0,1,0,1,0,0,0,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5651.412,-6.36615404,38.57992579
4155,0.3333333,,2029767.625,0,0,2,0,0,1,0,,8,0,0,0,0,0,0,0.4,0,8,62,0,0,0,0,0,1,0,5,5.57,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5651.412,-6.36615404,38.57992579
4154,0.6666667,2639999,6044226,0.4,1,,0,0,1,0,,68,0,0,1400,0,0,0,0.6,0,2,36,0,1,1,0,0,0,0,5,3.37,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5651.412,-6.36615404,38.57992579
4161,0,,4099000.25,0.2,0,0,0,0,,0,,,0,,0,0,0,0,0.4,0,16,23,0,1,0,0,0,0,0,5,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5651.412,-6.36615404,38.57992579
4158,,810000,4467810.5,0.5,1,3,1,0,,0,,,0,0,0,0,0,0,0.5,2,0,54,0,1,0,1,0,0,0,2,2.26,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5651.412,-6.36615404,38.57992579
4156,0,,5024134,0,1,7,0,0,0,0,7,,0,,0,0,1,0,1,0,2,38,0,1,1,0,0,0,0,3,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5651.412,-6.36615404,38.57992579
8147,0.6666667,,8379165.5,0.2,1,,0,,,0,,,0,,,,0,,0.8,,,48,0,0,1,0,0,0,0,5,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6321.303,-6.447658018,38.88947433
8149,1,,3044811.25,0,1,,0,,,0,,,0,,,,0,,0.6666667,,,37,1,1,0,0,0,0,0,3,0,0.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6321.303,-6.447658018,38.88947433
8151,0,,4856918,0.6666667,1,,1,,,0,1,,0,,,,0,,0.6666667,,,34,0,1,0,0,0,0,0,3,0,0.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6321.303,-6.447658018,38.88947433
8150,0,739999,3721253.25,0,0,,0,0,,0,,,0,0,0,0,0,0,0.5,0,0,60,0,1,1,0,0,0,0,4,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6321.303,-6.447658018,38.88947433
8144,0,,3953489.75,0,1,,0,,,0,,,0,,,,0,,0.6666667,,,32,0,1,1,0,0,0,0,3,0,0.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6321.303,-6.447658018,38.88947433
8145,0.5,,9421985,0.4,1,,1,,,0,,,0,,,,0,,0.8,,,46,0,0,0,0,0,1,0,5,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6321.303,-6.447658018,38.88947433
8146,0.75,45000,3398753,0.3333333,0,2,0,0,,0,,,0,,0,0,0,0,0.6666667,1,4,61,0,1,1,0,0,0,0,9,0,0.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6321.303,-6.447658018,38.88947433
8148,,,2597673.5,0,1,,1,1,,0,,,0,,,,1,,1,,,36,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6321.303,-6.447658018,38.88947433
8170,,200000,4151465,0.6666667,0,4,0,0,1,0,38,21,0,0,0,0,0,0,0.6666667,6,6,58,0,0,0,0,0,1,0,3,0.9,0.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2909.35,-6.072360897,38.24465779
8173,0.5,,1563512,0.125,0,2,0,0,1,0,52,0,0,,0,0,0,0,0.375,0.5,0.5,33,0,1,0,1,0,0,0,8,2.75,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2909.35,-6.072360897,38.24465779
8164,0.5,48000,3986276.25,0.1666667,0,1,0,0,,0,,,0,,0,0,0,0,0.5,1,4,33,0,1,1,0,0,0,0,6,2.57,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2909.35,-6.072360897,38.24465779
8163,0,,1265225.125,0,0,1,0,0,1,0,,21,0,0,0,0,0,0,0,4,4,82,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2909.35,-6.072360897,38.24465779
8168,0,,1178774,0.3333333,0,0,0,0,,0,,,0,0,0,0,0,0,0.1666667,0,6,51,0,1,0,1,0,0,0,6,12.15,0.1666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2909.35,-6.072360897,38.24465779
8171,1,,1572312.375,0.3333333,0,2,0,0,1,0,11,0,0,,0,0,1,0,0.6666667,3,7,58,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2909.35,-6.072360897,38.24465779
8169,0.75,,2685696.75,0.2,0,4,0,0,0,0,70,,0,0,0,0,0,0,0.6,0,11,44,0,0,0,0,0,0,1,5,15.29,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2909.35,-6.072360897,38.24465779
8167,0,315000,2716102.25,0.2,0,2,0,0,1,0,98,30,0,0,0,0,1,0,0,2,2,42,0,0,1,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2909.35,-6.072360897,38.24465779
4175,1,,4326349,0.375,1,,0,0,,0,,,0,1,0,0,0,0,1,0,1.5,66,0,1,1,0,0,0,0,8,1.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3481.412,-6.719877201,38.75656006
4180,0.6666667,,3797478.25,0.6666667,0,,0,,,0,,,0,,,,0,,0.8333333,,,46,0,1,1,0,0,0,0,6,0,0.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3481.412,-6.719877201,38.75656006
4176,,210000,3757089.75,0,1,2,0,1,1,0,,0,0,0,0,0,0,0,0.3333333,4,4,64,0,1,1,0,0,0,0,3,0,0.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3481.412,-6.719877201,38.75656006
4179,,,2626682.5,1,0,1,0,1,,0,,,0,,0,0,0,0,1,1,5,45,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3481.412,-6.719877201,38.75656006
4174,0,,5650990,0.5,1,,0,1,,0,,,0,,,,1,,0.5,,,29,0,1,1,0,0,0,0,4,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3481.412,-6.719877201,38.75656006
4177,1,,2563005.75,0.5,0,,1,1,,0,,,0,,,,1,,1,,,44,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3481.412,-6.719877201,38.75656006
4173,,,3607638,0.5,1,,1,,,0,,,0,,,,0,,1,,,22,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3481.412,-6.719877201,38.75656006
4178,0,660000,8230565.5,0.4,0,6,0,1,1,0,,0,0,1,0,0,1,0,0.8,0.25,3.375,53,0,1,1,0,0,0,0,5,0.1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3481.412,-6.719877201,38.75656006
4193,0,,7191640,0.3333333,1,,0,,,0,87,,0,,,,0,,0.3333333,,,40,0,1,0,0,0,0,0,3,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3654.379,-7.190808814,38.9276248
4199,0.5,150000,2999255.75,0.5,0,4,0,0,1,0,,6,0,0,0,0,0,0,0.5,0,2,55,0,1,0,0,0,0,0,4,3.88,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3654.379,-7.190808814,38.9276248
4195,,80000,3880799.25,0.3333333,0,7,0,0,1,0,31,18,0,0,0,0,0,0,0,0,0,67,0,1,0,1,0,0,0,3,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3654.379,-7.190808814,38.9276248
4198,0.5,,3116671.5,0.125,0,6,0,0,,0,,,0,,0,0,1,0,0.5,3,3,51,0,1,1,0,0,0,0,8,9.43,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3654.379,-7.190808814,38.9276248
4192,0,150000,1382404.875,0.5,0,2,0,0,,0,,,0,0,0,0,0,0,0.5,0.3333333,3.333333,42,1,0,0,0,0,0,0,2,3.03,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3654.379,-7.190808814,38.9276248
4197,1,149999,1868688,0,0,,0,0,0,0,48,,0,,0,0,0,0,0.5714286,0,0,75,0,1,1,0,0,0,0,7,4.56,0.2857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3654.379,-7.190808814,38.9276248
4200,1,,4191210.75,0,1,6,0,0,0,0,5,,0,0,0,0,0,0,0.7,0.6666667,1.666667,85,0,1,1,0,0,0,0,10,6.22,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3654.379,-7.190808814,38.9276248
4196,1,80000,6018253,0.1666667,1,5,0,0,0,0,58,,0,0,0,0,0,0,1,0,8,45,0,1,1,0,0,0,0,6,3.15,0.8333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3654.379,-7.190808814,38.9276248
8187,0.25,790000,2521128.5,0,1,4,0,0,,0,,,0,0,0,0,0,0,0.625,0,30,52,0,1,1,0,0,0,0,8,6.35,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4595.06,-7.29017409,39.21059582
8184,0.5,40000,3220466,0.1666667,0,5,0,0,0,0,110,,0,0,0,0,0,0,0.3333333,0,0,41,0,1,1,0,0,0,0,6,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4595.06,-7.29017409,39.21059582
8186,0,,2736141.75,0.1666667,0,,0,,,0,,,0,,,,0,,0,,,35,0,1,1,0,0,0,0,6,0,0.1666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4595.06,-7.29017409,39.21059582
8183,1,49999,2147982.25,0.2,0,,0,0,0,0,5,,0,0,0,0,0,0,0.6,1,9,84,0,1,1,0,0,0,0,5,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4595.06,-7.29017409,39.21059582
8185,1,,2186390.5,0.25,0,11,0,0,,0,,,0,0,0,0,0,0,0.25,1.8,3.8,80,0,1,1,0,0,0,0,4,6.4,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4595.06,-7.29017409,39.21059582
8182,0,59999,6729583,0.3333333,0,,0,0,0,0,28,,0,,0,0,0,0,0.6666667,0.3,5.3,27,0,1,1,0,0,0,0,3,0.1,0.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4595.06,-7.29017409,39.21059582
8189,0,49999,1895994.75,0,0,,0,0,,0,,,0,0,0,0,0,0,0.5,3,4,63,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4595.06,-7.29017409,39.21059582
8188,,,4150124.5,0.6666667,1,,0,0,,0,,,0,0,0,0,0,0,0.6666667,0.2,0.2,80,0,1,1,0,0,0,0,3,5.63,0.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4595.06,-7.29017409,39.21059582
8205,0,,2813178.75,0.3333333,0,,1,,,0,,,0,,,,0,,0.6666667,,,45,0,1,1,0,0,0,0,3,0,0.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2922.667,-7.724348624,38.94313801
8213,,,2214113.5,1,0,,0,,,0,,,0,,,,0,,0,,,35,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2922.667,-7.724348624,38.94313801
8203,0.75,,2805073.5,0.2,0,,0,0,1,0,,0,0,,0,0,0,0,0.8,8,8,37,0,0,0,0,1,0,0,5,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2922.667,-7.724348624,38.94313801
8204,,9999,2029802.625,0,0,,0,0,,0,,,0,,0,0,0,0,1,2,2,70,0,0,0,0,1,0,0,2,0.08,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2922.667,-7.724348624,38.94313801
8202,,,344181.5313,0,0,,0,,,0,,,0,,,,0,,0,,,92,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2922.667,-7.724348624,38.94313801
8206,,220000,3437773.25,0.25,1,3,1,0,,0,,,0,0,0,0,0,0,1,14.5,16,53,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2922.667,-7.724348624,38.94313801
8201,,,5841661.5,0,0,4,0,1,1,0,,1,0,0,0,0,0,0,0.5,1.3,2,23,0,1,1,0,0,0,0,2,7.26,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2922.667,-7.724348624,38.94313801
8208,0,,2335981.75,1,0,,1,,,0,,,0,,,,0,,0.3333333,,,32,0,1,0,0,0,0,0,3,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2922.667,-7.724348624,38.94313801
4216,0.3333333,2046000,8563304,0.2,0,10,0,0,1,0,111,0,0,0,0,0,0,0,0.6,0,0,38,0,1,1,0,0,0,0,10,10.93,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2727.544,-7.64011608,39.16542089
4218,,349999,1426388,0,1,,1,0,1,0,,,0,0,0,50000,1,0,1,4,4,38,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2727.544,-7.64011608,39.16542089
4211,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.64011608,39.16542089
4217,0,50100,2235749.75,0.2,1,6,0,0,0,0,12,,0,0,0,0,1,0,0.4,2.5,2.5,32,0,1,1,0,0,0,0,5,4.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2727.544,-7.64011608,39.16542089
4214,0,434000,2307452.5,1,0,3,0,1,1,0,7,0,0,0,0,125000,0,0,0.6666667,0.15,10.5,24,0,1,1,0,0,0,0,3,2.76,0.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2727.544,-7.64011608,39.16542089
4213,0.6,278000,3757303.75,0.1428571,1,8,0,0,1,0,,32,0,0,0,0,0,0,0.7142857,3,3.25,35,0,1,1,0,0,0,0,7,8.57,0.7142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2727.544,-7.64011608,39.16542089
4212,0,,1280889.625,0.5,0,8,0,0,0,0,14,,0,,0,0,0,0,0.25,1,1,80,0,1,1,0,0,0,0,4,1.61,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2727.544,-7.64011608,39.16542089
4215,0,798000,5661667.5,0,1,6,0,0,1,0,48,15,0,0,0,0.5,0,0,0.5,0,0,29,0,1,1,0,0,0,0,4,1.76,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2727.544,-7.64011608,39.16542089
4236,,,2763126.75,0,1,,0,,,0,,,0,,,,0,,1,,,21,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1815.538,-6.749704437,38.94240315
4232,0.5,,4921312,0.25,1,,0,,1,12,31,,0,,,,0,,0.75,,,33,0,1,1,0,0,0,0,4,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1815.538,-6.749704437,38.94240315
4234,1,30000,5304463,0,1,5,1,0,1,0,103,7,0,0,150,20,0,0,1,0,0.5,61,0,1,1,0,0,0,0,3,0.88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1815.538,-6.749704437,38.94240315
4237,0,,13801814,0.4,1,,1,,,0,,,0,,,,0,,0.4,,,28,0,1,1,0,0,0,0,5,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1815.538,-6.749704437,38.94240315
