,cluster,crop_sales___output,y4_hhid,land_surface,number_of_tools_owned___policy,crop_diversification___policy,number_of_days_hired_workers___policy,household_head_is_monogamous
375,1,21000.0,130000000.0,1.2399999946356002,5.0,15.0,0.0,1.0
376,0,50000.0,130000000.0,0.5,4.0,5.0,0.0,0.0
377,0,126000.0,130000000.0,1.0,5.0,2.0,0.0,0.0
378,0,100000.0,130000000.0,0.75,10.0,5.0,0.0,1.0
379,2,20000.0,130000000.0,5.0,12.0,4.0,6.0,1.0
380,2,980000.0,130000000.0,9.5,2.0,10.0,0.0,1.0
381,3,150000.0,130000000.0,8.0,16.0,7.0,0.0,0.0
382,0,60000.0,130000000.0,2.6000000238419,1.0,2.0,0.0,1.0
383,1,100000.0,130000000.0,1.25,7.0,7.0,0.0,1.0
384,3,230000.0,140000000.0,2.0,18.0,4.0,13.0,0.0
385,2,200000.0,140000000.0,6.0,5.0,6.0,66.0,1.0
386,2,240000.0,140000000.0,4.0,2.0,5.0,23.0,1.0
387,0,50000.0,140000000.0,3.0,8.0,4.0,33.0,1.0
388,0,100000.0,140000000.0,1.3799999952316,6.0,6.0,0.0,1.0
389,2,340000.0,140000000.0,6.4000000357628,9.0,9.0,16.0,1.0
390,2,142000.0,140000000.0,3.5,12.0,11.0,12.0,1.0
391,2,255000.0,140000000.0,5.0,2.0,5.0,24.0,1.0
392,2,20000.0,140000000.0,4.0,9.0,3.0,0.0,1.0
393,0,134000.0,140000000.0,2.0,6.0,5.0,0.0,0.0
394,2,790000.0,140000000.0,8.5,9.0,6.0,12.0,0.0
395,0,388000.0,140000000.0,1.0,6.0,3.0,0.0,1.0
396,0,62000.0,140000000.0,2.0,8.0,4.0,6.980124929017603,1.0
397,0,45000.0,140000000.0,1.0,3.0,2.0,1.0,1.0
398,0,56000.0,140000000.0,1.0,3.0,3.0,0.0,1.0
399,1,240000.0,140000000.0,2.5,3.0,8.0,23.0,1.0
400,0,140000.0,140000000.0,2.0,2.0,4.0,25.0,1.0
401,0,180000.0,140000000.0,2.0,7.0,3.0,38.0,1.0
402,0,120000.0,140000000.0,2.25,5.0,6.0,0.0,1.0
403,2,90000.0,140000000.0,4.5,7.0,8.0,0.0,1.0
404,2,2058000.0,140000000.0,7.5,9.0,6.0,60.0,1.0
405,2,254000.0,140000000.0,4.0,9.0,4.0,2.0,0.0
406,0,120000.0,140000000.0,0.5,4.0,1.0,4.0,0.0
407,0,280000.0,140000000.0,4.5,3.0,3.0,6.980124929017603,1.0
408,2,15000.0,140000000.0,6.0,2.0,4.0,0.0,1.0
409,2,58000.0,140000000.0,12.0,7.0,6.0,12.0,0.0
410,0,50000.0,140000000.0,2.0,8.0,3.0,2.0,1.0
411,2,3600000.0,140000000.0,9.0,4.0,4.0,0.0,0.0
412,2,350000.0,140000000.0,7.0,5.0,8.0,53.0,1.0
413,1,15000.0,150000000.0,1.700000025332,4.0,10.0,0.0,1.0
414,2,309600.0,150000000.0,4.3500000536442,7.0,14.0,0.0,1.0
415,2,70000.0,150000000.0,4.0,4.0,8.0,0.0,1.0
416,1,12000.0,150000000.0,2.5000000372529,5.0,12.0,0.0,1.0
417,0,25.0,150000000.0,0.61999999731779,2.0,5.0,0.0,1.0
418,1,16000.0,150000000.0,2.2399999946356,3.0,7.0,10.0,1.0
419,1,132000.0,150000000.0,2.25,4.0,9.0,0.0,1.0
420,2,168000.0,150000000.0,2.6599999330938,12.0,12.0,0.0,0.0
421,1,72000.0,150000000.0,2.1000000014901,2.0,13.0,0.0,1.0
422,2,580000.0,150000000.0,4.2000000029802,6.0,17.0,7.0,0.0
423,3,2121000.0,150000000.0,9.5,10.0,14.0,8.0,0.0
424,1,120000.0,150000000.0,1.3949999976903,5.0,8.0,0.0,1.0
425,0,200000.0,150000000.0,1.0,3.0,6.0,0.0,1.0
426,0,1000.0,150000000.0,1.5,3.0,6.0,0.0,1.0
427,2,592000.0,150000000.0,3.5000000149012,4.0,12.0,0.0,1.0
428,0,257600.0,150000000.0,0.75,6.0,7.0,0.0,1.0
429,2,340000.0,150000000.0,5.0,4.0,12.0,33.0,1.0
430,1,255000.0,150000000.0,2.0,2.0,14.0,0.0,1.0
431,2,130000.0,150000000.0,5.4899999946356,4.0,16.0,0.0,1.0
432,2,30000.0,150000000.0,7.5,4.0,18.0,0.0,1.0
433,1,45000.0,150000000.0,1.1840000376105,2.0,11.0,0.0,1.0
434,0,50000.0,150000000.0,1.3000000193715,4.0,6.0,0.0,0.0
435,1,250000.0,150000000.0,1.8000000268221,3.0,9.0,0.0,1.0
436,2,294000.0,150000000.0,5.0000000447035005,8.0,12.0,5.0,1.0
437,0,24000.0,150000000.0,0.35999999195336996,2.0,6.0,0.0,1.0
438,1,508000.0,150000000.0,2.0000000596046,8.0,7.0,0.0,1.0
439,2,60000.0,150000000.0,8.0,4.0,10.0,16.0,1.0
440,2,36000.0,150000000.0,6.75,7.0,11.0,15.0,0.0
441,1,146000.0,150000000.0,2.9899999946355997,3.0,10.0,3.0,1.0
442,1,32000.0,150000000.0,1.75,3.0,10.0,0.0,1.0
443,0,36000.0,150000000.0,0.75,2.0,6.0,4.0,1.0
444,0,26000.0,150000000.0,1.0,3.0,7.0,0.0,0.0
445,3,2610000.0,150000000.0,9.650000020861599,8.0,24.0,22.0,1.0
446,2,15000.0,150000000.0,4.1000000536442,10.0,20.0,1.0,1.0
447,2,5040000.0,150000000.0,7.0,7.0,6.0,20.0,0.0
448,3,1270200.0,150000000.0,19.0,8.0,12.0,0.0,1.0
449,1,233500.0,150000000.0,2.75,4.0,16.0,0.0,1.0
450,2,800000.0,150000000.0,4.0,7.0,9.0,0.0,0.0
451,3,144000.0,150000000.0,4.4000000655650995,12.0,14.0,0.0,1.0
452,2,27000.0,150000000.0,4.0,3.0,8.0,0.0,1.0
453,2,413000.0,150000000.0,5.5,6.0,17.0,0.0,1.0
454,0,30000.0,150000000.0,1.0,2.0,7.0,0.0,1.0
455,2,856800.0,150000000.0,7.9000002145767,4.0,15.0,19.0,1.0
456,3,1588000.0,150000000.0,5.1000001095235,10.0,22.0,15.0,0.0
457,2,628000.0,160000000.0,6.0,5.0,16.0,49.0,1.0
458,1,8800.0,160000000.0,1.5,3.0,8.0,0.0,1.0
459,1,23800.0,160000000.0,1.75,3.0,7.0,0.0,0.0
460,1,400000.0,160000000.0,2.8000000268221004,4.0,15.0,0.0,1.0
461,3,1000000.0,160000000.0,6.5,17.0,15.0,0.0,1.0
462,2,13000.0,160000000.0,10.0,3.0,10.0,0.0,1.0
463,1,121500.0,160000000.0,2.0,4.0,11.0,0.0,1.0
464,2,128000.0,160000000.0,3.25,6.0,10.0,0.0,1.0
465,2,40000.0,160000000.0,10.0,6.0,16.0,39.0,1.0
466,0,16800.0,160000000.0,3.0,2.0,5.0,0.0,1.0
467,0,60000.0,160000000.0,1.25,6.0,6.0,0.0,0.0
468,0,200000.0,160000000.0,0.5,4.0,4.0,0.0,1.0
469,0,216000.0,160000000.0,1.25,5.0,6.0,0.0,1.0
470,2,628000.0,160000000.0,5.0,7.0,8.0,0.0,1.0
471,0,12000.0,160000000.0,0.25,1.0,4.0,0.0,1.0
472,2,250000.0,160000000.0,2.0000000298023,14.0,6.0,35.0,1.0
473,0,300000.0,160000000.0,2.0,2.0,3.0,5.0,1.0
474,0,50000.0,160000000.0,1.0,5.0,2.0,6.980124929017603,1.0
475,0,9000.0,160000000.0,0.56000000238419,1.0,3.0,0.0,1.0
476,0,45000.0,160000000.0,2.0,3.0,3.0,8.0,1.0
477,3,328000.0,160000000.0,4.5,12.0,11.0,0.0,1.0
478,0,395000.0,160000000.0,5.0,3.0,3.0,0.0,1.0
479,1,16500.0,160000000.0,2.25,5.0,9.0,6.0,1.0
480,2,157500.0,160000000.0,8.0,8.0,3.0,0.0,1.0
481,0,2500000.0,160000000.0,3.0,3.0,2.0,0.0,1.0
482,0,300000.0,160000000.0,2.3719999790192,9.0,4.0,14.0,1.0
483,0,168000.0,160000000.0,3.5459534414117733,3.0,2.0,7.0,1.0
484,2,60000.0,160000000.0,4.25,11.0,6.0,24.0,1.0
485,0,312000.0,160000000.0,1.0500000268221,3.0,4.0,13.0,1.0
486,0,80000.0,160000000.0,0.5500000119209301,1.0,3.0,4.0,1.0
487,2,180000.0,160000000.0,6.0,8.0,7.0,0.0,1.0
488,2,175000.0,160000000.0,3.0,14.0,4.0,0.0,0.0
489,0,65000.0,160000000.0,3.5459534414117733,0.0,2.0,3.0,1.0
490,0,220000.0,160000000.0,1.3300000429153,8.0,2.0,6.980124929017603,1.0
491,1,130000.0,160000000.0,2.5,5.0,7.0,6.0,1.0
492,0,22500.0,160000000.0,1.0,2.0,2.0,0.0,1.0
493,0,175000.0,160000000.0,0.5,4.0,4.0,0.0,1.0
494,0,35000.0,160000000.0,1.0,0.0,1.0,0.0,1.0
495,0,30000.0,160000000.0,1.0,6.0,1.0,6.980124929017603,1.0
496,0,28000.0,170000000.0,1.0,3.0,4.0,6.0,1.0
497,0,60000.0,170000000.0,0.5,6.0,4.0,0.0,1.0
498,0,60000.0,170000000.0,1.0,2.0,2.0,0.0,1.0
499,2,360000.0,170000000.0,11.0,7.0,2.0,9.0,1.0
500,0,70000.0,170000000.0,2.0,4.0,4.0,17.0,1.0
501,3,200000.0,170000000.0,1.25,19.0,5.0,6.0,1.0
502,0,75000.0,170000000.0,0.5,7.0,4.0,0.0,1.0
503,1,4000.0,170000000.0,2.6500000059605,6.0,16.0,5.0,0.0
504,1,1950000.0,170000000.0,2.75,5.0,13.0,18.0,0.0
505,1,25000.0,170000000.0,1.0000000223516998,2.0,9.0,0.0,1.0
506,0,60000.0,170000000.0,1.25,3.0,7.0,0.0,0.0
507,1,1210000.0,170000000.0,1.8699999973177999,7.0,13.0,14.0,1.0
508,2,117000.0,170000000.0,6.4000000059605,7.0,11.0,0.0,0.0
509,0,3000.0,170000000.0,0.5,3.0,6.0,0.0,0.0
510,1,97600.0,170000000.0,1.5,5.0,7.0,0.0,1.0
511,1,40000.0,170000000.0,3.0000000149012,2.0,8.0,0.0,1.0
512,0,70000.0,170000000.0,3.25,6.0,4.0,10.0,1.0
513,2,300000.0,170000000.0,7.5,6.0,9.0,0.0,1.0
514,2,1650000.0,170000000.0,3.6200000122189997,9.0,16.0,21.0,1.0
515,2,36000.0,170000000.0,5.0,5.0,7.0,0.0,0.0
516,2,230000.0,170000000.0,6.2000000104307995,2.0,20.0,4.0,0.0
517,1,30000.0,170000000.0,1.2400000393391002,8.0,12.0,0.0,1.0
518,1,73400.0,170000000.0,1.25,5.0,14.0,25.0,1.0
519,0,4000.0,170000000.0,0.25,2.0,2.0,0.0,1.0
520,2,96200.0,170000000.0,3.75,7.0,12.0,22.0,1.0
521,0,30000.0,170000000.0,0.30000001192093,10.0,3.0,0.0,1.0
522,0,120000.0,170000000.0,0.5100000053644199,2.0,6.0,0.0,1.0
523,1,9000.0,170000000.0,3.0,1.0,8.0,0.0,1.0
524,2,240000.0,170000000.0,5.25,10.0,9.0,0.0,1.0
525,2,800000.0,170000000.0,3.7999999523162997,11.0,12.0,24.0,1.0
526,1,320000.0,170000000.0,0.70000000298023,13.0,9.0,0.0,1.0
527,0,210000.0,170000000.0,1.5000000447035,6.0,5.0,8.0,1.0
528,1,70000.0,170000000.0,2.1000000238419,9.0,16.0,0.0,1.0
529,0,50000.0,170000000.0,2.1999999880791,5.0,4.0,8.0,1.0
530,2,510000.0,170000000.0,7.5,7.0,16.0,4.0,1.0
531,2,100000.0,170000000.0,11.0,7.0,10.0,4.0,1.0
532,1,175000.0,170000000.0,2.0,3.0,8.0,0.0,0.0
533,2,60000.0,170000000.0,5.9999998807907,11.0,7.0,0.0,1.0
534,2,259000.0,170000000.0,7.5,6.0,18.0,28.0,1.0
535,1,200000.0,170000000.0,2.25,7.0,9.0,0.0,1.0
536,2,440000.0,170000000.0,3.5,5.0,9.0,24.0,1.0
537,2,1856000.0,170000000.0,2.6000000163912995,9.0,13.0,3.0,1.0
538,0,295000.0,170000000.0,2.75,3.0,6.0,4.0,1.0
539,2,5800.0,180000000.0,3.5,8.0,15.0,17.0,1.0
540,2,244000.0,180000000.0,3.75,10.0,20.0,0.0,1.0
541,1,18000.0,180000000.0,2.25,9.0,7.0,25.0,1.0
542,2,600000.0,180000000.0,5.25,7.0,14.0,4.0,1.0
543,1,248000.0,180000000.0,2.7700000107287996,5.0,15.0,23.0,1.0
544,1,80000.0,180000000.0,1.6000000089407,5.0,10.0,13.0,0.0
545,1,42000.0,180000000.0,0.5,3.0,9.0,0.0,1.0
546,3,432000.0,180000000.0,13.0,13.0,15.0,28.0,1.0
547,1,20000.0,180000000.0,1.8500000238418999,7.0,13.0,0.0,1.0
548,1,120000.0,180000000.0,2.0,5.0,8.0,0.0,1.0
549,2,56000.0,180000000.0,2.75,11.0,16.0,8.0,1.0
550,2,150000.0,180000000.0,5.0,4.0,15.0,0.0,1.0
551,0,374000.0,180000000.0,1.5,6.0,6.0,0.0,1.0
552,1,150000.0,180000000.0,2.5,6.0,13.0,0.0,1.0
553,1,380000.0,180000000.0,2.25,6.0,11.0,0.0,0.0
554,0,12000.0,180000000.0,1.5,2.0,6.0,7.0,1.0
555,2,70000.0,180000000.0,3.7000000029802003,5.0,12.0,0.0,1.0
556,2,22000.0,180000000.0,3.75,7.0,10.0,0.0,1.0
557,0,20000.0,180000000.0,1.0,4.0,7.0,0.0,1.0
558,2,26400.0,180000000.0,3.0,6.0,14.0,0.0,1.0
559,0,700000.0,180000000.0,1.0,2.0,4.0,0.0,1.0
560,3,780000.0,180000000.0,5.4000000357628,16.0,18.0,33.0,1.0
561,0,480000.0,180000000.0,0.5,6.0,2.0,0.0,1.0
562,2,470000.0,180000000.0,4.25,2.0,16.0,30.0,0.0
563,2,50000.0,180000000.0,4.700000047683701,5.0,16.0,11.0,0.0
564,0,90000.0,180000000.0,1.8000000119209,4.0,2.0,2.0,0.0
565,0,2400.0,180000000.0,2.0,3.0,2.0,6.0,1.0
566,0,1020000.0,180000000.0,4.0,8.0,2.0,6.980124929017603,0.0
567,0,440000.0,180000000.0,2.6999999880791004,7.0,4.0,12.0,1.0
568,2,82000.0,180000000.0,5.0,5.0,5.0,10.0,1.0
569,0,30000.0,180000000.0,1.7199999988079,6.0,5.0,10.0,1.0
570,0,630000.0,180000000.0,1.5,9.0,6.0,58.0,1.0
571,1,360000.0,180000000.0,2.7499999701977003,3.0,9.0,44.0,1.0
572,0,128000.0,180000000.0,2.5,4.0,6.0,0.0,1.0
573,1,72000.0,180000000.0,2.6499999910592997,3.0,8.0,0.0,1.0
574,2,192000.0,180000000.0,4.5,9.0,4.0,0.0,1.0
575,1,90000.0,180000000.0,2.5000000149012003,4.0,7.0,0.0,1.0
576,0,23000.0,180000000.0,3.1400001049042006,2.0,4.0,4.0,1.0
577,0,120000.0,180000000.0,3.0,5.0,3.0,0.0,1.0
578,1,40000.0,180000000.0,2.4399999976158,9.0,7.0,10.0,1.0
579,3,1992000.0,180000000.0,9.0,14.0,3.0,18.0,1.0
580,2,263200.0,180000000.0,4.1999999880791,4.0,8.0,0.0,1.0
581,2,1782000.0,180000000.0,5.5,2.0,4.0,60.0,1.0
582,2,900000.0,180000000.0,4.5,4.0,5.0,51.0,0.0
583,0,228000.0,180000000.0,2.0,3.0,4.0,58.0,1.0
584,0,72000.0,180000000.0,3.0,3.0,4.0,0.0,1.0
585,0,80000.0,180000000.0,1.3499999940395,2.0,5.0,0.0,1.0
586,0,122400.0,180000000.0,1.5000000149011998,5.0,6.0,0.0,1.0
587,0,20000.0,180000000.0,1.5499999821186,4.0,5.0,0.0,1.0
588,0,560000.0,180000000.0,2.0,5.0,3.0,4.0,1.0
589,2,3204000.0,180000000.0,7.5,5.0,9.0,50.0,1.0
590,0,250000.0,180000000.0,2.0,3.0,5.0,0.0,1.0
591,0,480000.0,180000000.0,2.0,3.0,6.0,0.0,1.0
592,2,210000.0,180000000.0,4.0,12.0,5.0,80.0,0.0
593,3,2374000.0,180000000.0,14.149999976157998,9.0,12.0,172.0,1.0
594,2,240000.0,180000000.0,3.0,3.0,8.0,104.0,1.0
595,0,1050000.0,180000000.0,3.0,4.0,4.0,133.0,1.0
596,2,44800.0,180000000.0,3.3999999761581003,4.0,8.0,20.0,0.0
597,1,395000.0,180000000.0,1.9499999880791,2.0,8.0,26.0,1.0
598,1,220000.0,180000000.0,2.2499999776483,3.0,10.0,20.0,1.0
599,2,840000.0,180000000.0,2.75,10.0,5.0,0.0,1.0
600,0,216000.0,180000000.0,2.25,5.0,6.0,0.0,1.0
601,2,4720800.0,180000000.0,3.25,4.0,7.0,62.0,1.0
602,0,480000.0,180000000.0,4.0,4.0,4.0,6.980124929017603,1.0
603,0,105000.0,180000000.0,0.68000000715256,2.0,2.0,0.0,1.0
604,0,81600.0,180000000.0,2.0,6.0,5.0,20.0,1.0
605,0,60000.0,180000000.0,3.5459534414117733,5.0,3.0,6.0,1.0
606,0,12000.0,180000000.0,1.5500000268221,3.0,6.0,18.0,1.0
607,2,297000.0,180000000.0,4.920000076293901,6.0,8.0,41.0,1.0
608,2,342000.0,180000000.0,4.3899999856949,4.0,8.0,0.0,1.0
609,3,5175000.0,190000000.0,9.5,16.0,8.0,208.0,1.0
610,0,300000.0,190000000.0,2.5,4.0,6.0,62.0,0.0
611,0,63500.0,190000000.0,0.5,4.0,5.0,1.0,1.0
612,0,400000.0,190000000.0,2.6999999880791004,5.0,3.0,8.0,0.0
613,2,192000.0,190000000.0,7.4979999065399,9.0,6.0,0.0,1.0
614,2,672000.0,190000000.0,5.6200000047684,7.0,8.0,5.0,1.0
615,2,1552000.0,190000000.0,4.0,11.0,4.0,2.0,1.0
616,0,450000.0,190000000.0,3.0,5.0,4.0,16.0,1.0
617,3,60000.0,190000000.0,6.25,12.0,7.0,15.0,1.0
618,0,50000.0,190000000.0,1.5,4.0,2.0,0.0,1.0
619,2,2120000.0,190000000.0,6.5,7.0,8.0,59.0,1.0
620,0,190000.0,190000000.0,2.9000000059605004,3.0,5.0,9.0,0.0
621,0,80000.0,190000000.0,1.0,2.0,4.0,5.0,1.0
622,0,60000.0,190000000.0,2.0,7.0,5.0,0.0,1.0
623,3,2020000.0,190000000.0,12.0,12.0,7.0,3.0,1.0
624,2,12400000.0,190000000.0,13.0,6.0,8.0,157.0,1.0
625,2,112000.0,190000000.0,6.5,5.0,11.0,10.0,0.0
626,2,149000.0,190000000.0,3.3499999940394996,6.0,11.0,0.0,0.0
627,0,150000.0,190000000.0,2.6000000238419,4.0,4.0,23.0,1.0
628,0,160000.0,190000000.0,1.0,2.0,4.0,0.0,1.0
629,2,300000.0,190000000.0,9.5,4.0,7.0,0.0,1.0
630,2,1110000.0,190000000.0,4.0,2.0,8.0,45.0,0.0
631,0,20000.0,190000000.0,0.95000001788139,1.0,4.0,5.0,1.0
632,2,48000.0,190000000.0,3.7200000286102,5.0,5.0,0.0,1.0
633,0,98000.0,190000000.0,1.8000000268221,3.0,5.0,6.980124929017603,1.0
634,0,50400.0,190000000.0,1.1000000238418999,4.0,5.0,0.0,1.0
635,2,912000.0,190000000.0,5.8000000119209005,8.0,10.0,25.0,0.0
636,2,300000.0,190000000.0,3.5,11.0,5.0,0.0,1.0
637,2,2076000.0,190000000.0,8.639999985694901,8.0,10.0,15.0,1.0
638,2,2000000.0,190000000.0,4.0,10.0,9.0,94.0,0.0
639,3,1568800.0,190000000.0,9.1000000238419,9.0,10.0,0.0,1.0
640,2,656000.0,190000000.0,4.3099998831749,3.0,6.0,6.0,1.0
641,1,3104000.0,190000000.0,2.1999999880791,3.0,9.0,7.0,0.0
642,0,40000.0,190000000.0,1.2000000476837,2.0,3.0,8.0,1.0
643,0,360000.0,190000000.0,3.4000000953674,2.0,5.0,0.0,1.0
644,0,257000.0,190000000.0,3.5459534414117733,2.0,1.0,5.0,1.0
645,2,460000.0,190000000.0,4.6000000238419005,3.0,7.0,0.0,0.0
646,2,1825000.0,190000000.0,4.8000000119209005,3.0,7.0,16.0,0.0
647,2,318000.0,190000000.0,5.8000000119209005,9.0,7.0,0.0,1.0
648,2,70000.0,190000000.0,2.0999999940395,13.0,6.0,5.0,1.0
649,0,9000.0,190000000.0,1.1000000089407,6.0,6.0,4.0,1.0
650,1,72000.0,190000000.0,2.8799999952316,4.0,8.0,0.0,1.0
651,2,75000.0,190000000.0,5.75,9.0,7.0,6.0,1.0
652,0,260000.0,190000000.0,2.4499999880791,2.0,6.0,45.0,0.0
653,0,1020000.0,190000000.0,2.5,2.0,6.0,0.0,1.0
654,0,44000.0,190000000.0,1.3000000417233,2.0,3.0,6.980124929017603,1.0
655,2,632000.0,190000000.0,4.3000000715256,4.0,6.0,10.0,1.0
656,0,105000.0,190000000.0,3.5459534414117733,3.0,2.0,6.980124929017603,1.0
657,1,100000.0,190000000.0,2.7499999403954,4.0,10.0,0.0,1.0
658,0,410000.0,190000000.0,1.5,4.0,5.0,0.0,0.0
659,2,20000.0,190000000.0,3.0000000149012,6.0,6.0,44.0,0.0
660,2,200000.0,190000000.0,4.0,3.0,7.0,3.0,1.0
661,1,320000.0,190000000.0,1.6000000014901001,1.0,12.0,0.0,1.0
662,0,85000.0,190000000.0,2.0,6.0,6.0,0.0,1.0
663,0,160000.0,190000000.0,2.0,8.0,2.0,0.0,1.0
664,2,290000.0,190000000.0,4.0,12.0,7.0,15.0,1.0
665,2,1760000.0,190000000.0,3.3000000119208996,6.0,6.0,7.0,0.0
666,0,70000.0,190000000.0,2.0,1.0,3.0,0.0,1.0
667,1,80000.0,190000000.0,1.2500000074506001,3.0,8.0,0.0,1.0
668,0,60000.0,190000000.0,1.0799999684095,4.0,5.0,0.0,1.0
669,0,150000.0,190000000.0,0.5,2.0,5.0,6.0,0.0
670,0,40000.0,190000000.0,0.85000000149012,5.0,4.0,4.0,1.0
671,0,14000.0,200000000.0,1.2000000327826001,4.0,5.0,6.0,1.0
672,1,60000.0,200000000.0,0.75,2.0,10.0,9.0,1.0
673,1,5000.0,200000000.0,2.3500000089407003,1.0,17.0,9.0,1.0
674,0,16500.0,200000000.0,1.5000000149011998,6.0,5.0,6.0,1.0
675,0,440000.0,200000000.0,2.0,8.0,6.0,0.0,1.0
676,1,284000.0,200000000.0,2.3349999878556003,5.0,14.0,0.0,1.0
677,1,1000000.0,200000000.0,2.2000000029802003,11.0,6.0,0.0,1.0
678,1,204000.0,200000000.0,0.85000000149012,1.0,12.0,7.0,1.0
679,2,9000.0,200000000.0,3.25,9.0,20.0,0.0,0.0
680,1,198000.0,200000000.0,2.25,4.0,14.0,21.0,1.0
681,1,257000.0,200000000.0,1.25,6.0,14.0,0.0,0.0
682,1,1500000.0,200000000.0,1.9300000071526,7.0,13.0,1.0,0.0
683,1,51000.0,200000000.0,0.80000001192093,4.0,9.0,0.0,1.0
684,0,80000.0,200000000.0,0.75,5.0,7.0,0.0,1.0
685,1,360000.0,200000000.0,0.3600000012666,3.0,14.0,1.0,0.0
686,0,80000.0,200000000.0,0.55999999493361,3.0,5.0,0.0,1.0
687,1,567500.0,200000000.0,1.125,6.0,14.0,15.0,1.0
688,2,155000.0,200000000.0,4.2199999988079,12.0,8.0,0.0,1.0
689,2,90000.0,200000000.0,3.1999999880791004,9.0,5.0,2.0,0.0
690,1,648000.0,200000000.0,1.3700000047684,8.0,8.0,0.0,0.0
691,1,40000.0,200000000.0,1.25,7.0,10.0,0.0,1.0
692,1,258000.0,200000000.0,2.25,4.0,23.0,60.0,1.0
693,1,224000.0,200000000.0,1.2000000029801998,0.0,16.0,2.0,1.0
694,0,64000.0,200000000.0,0.47000000625849003,2.0,4.0,6.980124929017603,1.0
695,1,149000.0,200000000.0,1.1500000059605,10.0,19.0,5.0,1.0
696,2,1369000.0,200000000.0,2.6399999856949,10.0,12.0,81.0,0.0
697,1,370000.0,200000000.0,1.75,6.0,12.0,29.0,0.0
698,1,20000.0,200000000.0,1.7900000214576999,7.0,11.0,0.0,0.0
699,1,845000.0,200000000.0,0.68000000715256,8.0,8.0,1.0,1.0
700,1,96000.0,200000000.0,1.5,3.0,8.0,4.0,0.0
701,1,60000.0,200000000.0,1.1800000071526002,11.0,8.0,24.0,1.0
702,1,77000.0,200000000.0,0.85999999940395,3.0,8.0,2.0,0.0
703,0,295000.0,200000000.0,0.50000001490116,11.0,6.0,0.0,0.0
704,2,188000.0,200000000.0,4.6000000163913,3.0,8.0,0.0,0.0
705,0,13000.0,200000000.0,0.5,2.0,7.0,0.0,0.0
706,1,45000.0,200000000.0,0.5,8.0,9.0,3.0,1.0
707,1,24000.0,200000000.0,1.5,3.0,13.0,4.0,0.0
708,0,10000.0,200000000.0,0.40000000596046,8.0,5.0,5.0,1.0
709,1,36000.0,200000000.0,2.5,6.0,7.0,0.0,1.0
710,1,30000.0,200000000.0,0.625,7.0,15.0,0.0,1.0
711,1,130000.0,200000000.0,1.5,0.0,9.0,28.0,1.0
712,1,150000.0,200000000.0,3.0,5.0,10.0,0.0,1.0
713,3,1046000.0,200000000.0,11.5,10.0,18.0,29.0,1.0
714,2,628000.0,200000000.0,3.5080000003800005,5.0,22.0,45.0,0.0
715,1,165600.0,200000000.0,1.5799999982119,2.0,15.0,14.0,0.0
716,1,210000.0,200000000.0,1.9000000655651,9.0,10.0,14.0,1.0
717,2,2428000.0,200000000.0,4.160000003874299,8.0,27.0,29.0,0.0
718,0,35000.0,210000000.0,1.0,6.0,3.0,0.0,0.0
719,2,39000.0,210000000.0,3.5,5.0,8.0,0.0,1.0
720,0,100000.0,210000000.0,1.0,5.0,5.0,7.0,1.0
721,2,920000.0,210000000.0,3.6000000238418997,5.8667763157894735,5.0,0.0,1.0
722,0,10000.0,210000000.0,0.81999999284744,6.0,3.0,0.0,1.0
723,0,2000.0,210000000.0,1.0,2.0,4.0,0.0,1.0
724,0,70000.0,210000000.0,1.4699999988079,2.0,3.0,0.0,1.0
725,0,248000.0,210000000.0,4.0,4.0,3.0,0.0,1.0
726,0,420000.0,210000000.0,3.0,5.0,4.0,0.0,1.0
727,0,960000.0,210000000.0,2.5,6.0,4.0,15.0,1.0
728,1,40000.0,210000000.0,1.8000000119209,11.0,8.0,0.0,1.0
729,2,270000.0,210000000.0,3.5,6.0,7.0,0.0,1.0
730,0,15000.0,210000000.0,1.0,2.0,4.0,0.0,1.0
731,2,200000.0,210000000.0,3.3999999761581003,4.0,7.0,0.0,1.0
732,0,136000.0,210000000.0,0.80000002682209,2.0,3.0,3.0,1.0
733,3,740000.0,210000000.0,10.5,9.0,9.0,0.0,1.0
734,0,80000.0,210000000.0,1.7000000476837,4.0,5.0,0.0,1.0
735,0,60000.0,210000000.0,0.5,5.0,3.0,0.0,1.0
736,0,56000.0,210000000.0,1.6700000166892999,1.0,7.0,15.0,1.0
737,1,304000.0,210000000.0,3.25,4.0,13.0,0.0,1.0
738,0,620000.0,210000000.0,2.7999999523162997,2.0,4.0,35.0,1.0
739,2,140000.0,210000000.0,4.0,6.0,5.0,5.0,1.0
740,2,40000.0,210000000.0,6.0,6.0,5.0,0.0,1.0
741,3,2548000.0,210000000.0,4.0,13.0,7.0,100.0,1.0
742,0,36000.0,210000000.0,2.5,3.0,5.0,0.0,1.0
743,0,354000.0,210000000.0,1.0,6.0,4.0,0.0,0.0
744,2,100000.0,210000000.0,4.0,8.0,6.0,6.0,1.0
745,2,560000.0,210000000.0,3.0,6.0,6.0,24.0,1.0
746,2,12000.0,210000000.0,14.0,4.0,5.0,6.980124929017603,0.0
747,2,20000.0,220000000.0,6.000000007450599,6.0,5.0,6.980124929017603,0.0
748,2,12000.0,220000000.0,6.0,5.0,2.0,6.980124929017603,0.0
749,3,96000.0,220000000.0,8.0,16.0,2.0,44.0,1.0
