,cluster,crop_sales___output___ethiopia_2015,latitude___ethiopia_2015,longitude___ethiopia_2015,nid,number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015
1515,2,143.48680168397982,5.94989088571,37.1552324163,2903.0,0.0,2886.15,50.0,2.0,8.0,1.0,1.0
1516,0,186.53284218917375,5.94989088571,37.1552324163,2904.0,0.0,1546.2499999999998,25.0,2.0,8.0,1.0,1.0
1517,2,9778.625534763223,7.145475063460001,35.4611988078,2905.0,0.0,16130.340000000002,50.0,0.0,7.0,1.0,1.0
1518,1,3663.696336330951,7.145475063460001,35.4611988078,2906.0,2.0,24711.52,0.0,0.0,4.0,1.0,0.0
1519,1,3348.0253726261963,7.145475063460001,35.4611988078,2907.0,0.0,12014.250000000005,0.0,1.0,5.0,0.0,0.0
1520,1,1674.0126863130981,7.145475063460001,35.4611988078,2908.0,0.0,11670.48,0.0,0.0,6.0,0.0,0.0
1521,1,3682.8279098888147,7.145475063460001,35.4611988078,2909.0,1.0,34929.73,0.0,0.0,3.0,0.0,0.0
1522,2,9609.789398115076,7.145475063460001,35.4611988078,2910.0,0.0,29729.79,50.0,2.0,5.0,0.0,1.0
1523,2,7260.432165209379,7.145475063460001,35.4611988078,2911.0,0.0,22746.18,25.0,2.0,4.0,1.0,1.0
1524,0,236.7532227785667,6.91411343602,35.630321549899996,2912.0,0.0,3057.94,0.0,0.0,3.0,0.0,0.0
1525,1,817.8747695986848,6.91411343602,35.630321549899996,2913.0,0.0,5272.87,0.0,0.0,6.0,0.0,0.0
1526,3,1960.986289681057,6.91411343602,35.630321549899996,2914.0,15.0,6675.07,0.0,0.0,5.0,0.0,0.0
1527,0,105.22365456825187,6.91411343602,35.630321549899996,2915.0,0.0,533.3799999999999,0.0,0.0,2.0,0.0,0.0
1528,1,8934.444851522476,6.91411343602,35.630321549899996,2916.0,0.0,5358.710000000001,0.0,0.0,6.0,0.0,0.0
1529,1,779.611622482957,6.91411343602,35.630321549899996,2917.0,0.0,11297.760000000002,0.0,0.0,7.0,1.0,0.0
1530,0,789.177409261889,6.91411343602,35.630321549899996,2918.0,0.0,2364.63,0.0,0.0,6.0,0.0,0.0
1531,0,239.14466947329967,6.91411343602,35.630321549899996,2919.0,0.0,1316.9599999999996,0.0,0.0,5.0,0.0,0.0
1532,0,765.262942314559,6.91411343602,35.630321549899996,2920.0,0.0,3840.31,25.0,0.0,5.0,1.0,1.0
1533,0,698.3024348620352,6.91411343602,35.630321549899996,2921.0,0.0,3957.5,0.0,0.0,4.0,0.0,0.0
1534,0,239.14466947329967,6.91411343602,35.630321549899996,2922.0,0.0,3816.47,25.0,0.0,4.0,1.0,1.0
1535,1,3137.578063489692,6.91411343602,35.630321549899996,2923.0,3.0,16991.51,0.0,0.0,8.0,2.0,0.0
1536,0,366.3696336330951,6.94902910992,35.772021814,2924.0,3.0,4428.73,50.0,0.0,6.0,0.0,1.0
1537,2,47.82893389465994,6.94902910992,35.772021814,2926.0,0.0,21618.550000000007,25.0,2.0,10.0,1.0,0.0
1538,1,38.26314711572795,6.94902910992,35.772021814,2928.0,0.0,12385.579999999998,25.0,1.0,6.0,1.0,0.0
1539,1,28.697360336795963,6.94902910992,35.772021814,2929.0,0.0,4905.899999999999,0.0,2.0,8.0,1.0,0.0
1540,2,277.4078165890277,6.94902910992,35.772021814,2931.0,0.0,10773.37,50.0,0.0,6.0,1.0,1.0
1541,1,167.40126863130982,6.8069212678,35.801596385,2934.0,0.0,5980.619999999999,0.0,2.0,8.0,1.0,0.0
1542,1,353.9341108204836,6.8069212678,35.801596385,2935.0,0.0,5275.870000000001,0.0,4.0,6.0,1.0,0.0
1543,0,143.48680168397982,6.8069212678,35.801596385,2936.0,0.0,1401.2600000000002,0.0,0.0,2.0,1.0,0.0
1544,1,382.6314711572795,6.8069212678,35.801596385,2937.0,0.0,7017.48,0.0,1.0,5.0,1.0,0.0
1545,2,344.3683240415516,6.8069212678,35.801596385,2938.0,0.0,5965.630000000001,50.0,2.0,8.0,1.0,1.0
1546,2,382.6314711572795,6.8069212678,35.801596385,2939.0,0.0,15125.879999999996,50.0,2.0,8.0,1.0,1.0
1547,0,86.0920810103879,6.8069212678,35.801596385,2940.0,0.0,847.89,0.0,2.0,8.0,1.0,0.0
1548,1,243.92756286276568,6.8069212678,35.801596385,2941.0,0.0,6152.75,0.0,2.0,4.0,0.0,0.0
1549,1,267.84202981009565,6.8069212678,35.801596385,2942.0,0.0,20535.52,0.0,2.0,5.0,2.0,0.0
1550,0,167.40126863130982,6.8069212678,35.801596385,2943.0,0.0,3002.59,0.0,0.0,3.0,0.0,0.0
1551,1,463.9406587782014,6.8069212678,35.801596385,2944.0,0.0,5513.43,0.0,2.0,5.0,1.0,0.0
1552,1,416.1117248835415,6.804929582560001,35.8646146207,2945.0,0.0,3742.010000000001,0.0,2.0,2.0,1.0,0.0
1553,1,373.0656843783475,6.804929582560001,35.8646146207,2946.0,0.0,19823.15,0.0,2.0,2.0,1.0,0.0
1554,1,398.41501934251727,6.804929582560001,35.8646146207,2947.0,0.0,11332.15,0.0,0.0,4.0,1.0,0.0
1555,0,234.3617760838337,6.804929582560001,35.8646146207,2948.0,0.0,1246.7599999999998,0.0,2.0,7.0,1.0,0.0
1556,1,1401.3877631135363,6.804929582560001,35.8646146207,2949.0,0.0,4403.42,0.0,2.0,4.0,0.0,0.0
1557,1,248.71045625223167,6.804929582560001,35.8646146207,2950.0,0.0,4898.7,0.0,2.0,6.0,0.0,0.0
1558,1,275.0163698942946,6.804929582560001,35.8646146207,2951.0,0.0,6076.92,0.0,1.0,7.0,1.0,0.0
1559,1,286.97360336795964,6.804929582560001,35.8646146207,2952.0,0.0,7171.3600000000015,0.0,2.0,6.0,1.0,0.0
1560,1,731.7826885882971,6.804929582560001,35.8646146207,2953.0,0.0,17998.0,0.0,2.0,5.0,1.0,0.0
1561,1,310.8880703152896,6.804929582560001,35.8646146207,2954.0,0.0,4959.61,0.0,1.0,6.0,0.0,0.0
1562,1,1123.979946524509,6.804929582560001,35.8646146207,2955.0,0.0,7318.080000000001,0.0,2.0,2.0,2.0,0.0
1563,0,35.871700420994955,6.2600677475,35.2645547968,2956.0,0.0,3621.27,0.0,0.0,4.0,1.0,0.0
1564,1,143.48680168397982,6.2600677475,35.2645547968,2957.0,0.0,3840.94,0.0,1.0,5.0,1.0,0.0
1565,0,191.31573557863976,6.2600677475,35.2645547968,2958.0,0.0,1951.01,0.0,0.0,6.0,1.0,0.0
1566,0,95.65786778931988,6.2600677475,35.2645547968,2959.0,0.0,60.89,0.0,0.0,5.0,1.0,0.0
1567,0,310.8880703152896,6.2600677475,35.2645547968,2960.0,0.0,2943.82,0.0,0.0,1.0,0.0,0.0
1568,0,95.65786778931988,6.2600677475,35.2645547968,2961.0,0.0,2641.51,0.0,0.0,6.0,1.0,0.0
1569,3,358.71700420994955,7.97698683396,37.477907244499995,2965.0,21.0,7061.56,113.0,1.0,8.0,1.0,1.0
1570,3,750.914262146161,7.97698683396,37.477907244499995,2966.0,16.0,8461.6,90.0,2.0,6.0,2.0,1.0
1571,3,368.2827909888815,7.97698683396,37.477907244499995,2967.0,9.0,10979.55,126.0,2.0,10.0,0.0,1.0
1572,2,286.97360336795964,7.97698683396,37.477907244499995,2968.0,0.0,10700.67,100.0,1.0,8.0,0.0,1.0
1573,3,286.97360336795964,7.97698683396,37.477907244499995,2969.0,18.0,9520.99,133.0,1.0,4.0,1.0,1.0
1574,2,1807.9337012181452,7.97698683396,37.477907244499995,2971.0,0.0,6947.45,132.0,2.0,4.0,2.0,1.0
1575,2,157.83548185237782,7.97698683396,37.477907244499995,2972.0,0.0,8326.680000000002,57.0,1.0,7.0,1.0,1.0
1576,0,119.57233473664984,7.97698683396,37.477907244499995,2973.0,0.0,291.53,0.0,0.0,2.0,0.0,0.0
1577,3,124.35522812611583,7.97698683396,37.477907244499995,2974.0,21.0,8478.86,123.0,0.0,5.0,1.0,1.0
1578,3,1711.3192547509327,7.97698683396,37.477907244499995,2975.0,6.0,17293.71,128.0,2.0,8.0,0.0,1.0
1579,1,774.828729093491,7.8891255011,37.5456591429,2978.0,0.0,15388.2,0.0,1.0,4.0,1.0,0.0
1580,2,344.3683240415516,7.8891255011,37.5456591429,2979.0,0.0,27150.92000000001,300.0,2.0,6.0,2.0,1.0
1581,2,172.18416202077574,7.8891255011,37.5456591429,2980.0,0.0,31233.0,175.0,2.0,4.0,1.0,1.0
1582,1,94.7012891114267,7.8891255011,37.5456591429,2981.0,0.0,9818.56,0.0,0.0,1.0,0.0,0.0
1583,2,62.177614063057916,7.8891255011,37.5456591429,2982.0,0.0,9505.43,50.0,2.0,6.0,2.0,1.0
1584,1,33.48025372626196,7.8891255011,37.5456591429,2983.0,0.0,18239.47,0.0,2.0,7.0,1.0,0.0
1585,1,9.565786778931988,7.8891255011,37.5456591429,2984.0,0.0,19095.36,0.0,1.0,6.0,1.0,0.0
1586,2,66.96050745252391,7.8891255011,37.5456591429,2985.0,0.0,17960.62,100.0,2.0,5.0,2.0,1.0
1587,0,83.70063431565491,7.8891255011,37.5456591429,2986.0,0.0,3163.3299999999995,0.0,0.0,2.0,0.0,0.0
1588,1,95.65786778931988,7.8891255011,37.5456591429,2987.0,0.0,20910.92,52.0,1.0,1.0,0.0,0.0
1589,2,296.5393901468916,7.7316959887699985,37.498583800700004,2989.0,0.0,13968.8,150.0,2.0,7.0,3.0,1.0
1590,3,774.828729093491,7.7316959887699985,37.498583800700004,2991.0,5.0,26167.47,150.0,1.0,7.0,4.0,0.0
1591,2,133.92101490504783,7.7316959887699985,37.498583800700004,2992.0,0.0,21859.14,300.0,2.0,5.0,0.0,0.0
1592,2,373.0656843783475,7.7316959887699985,37.498583800700004,2993.0,0.0,12321.44,1375.0,0.0,5.0,1.0,1.0
1593,2,894.4010638301409,7.7316959887699985,37.498583800700004,2994.0,0.0,37000.59,225.0,2.0,8.0,1.0,1.0
1594,2,133.92101490504783,7.7316959887699985,37.498583800700004,2998.0,0.0,18082.71,125.0,2.0,5.0,1.0,1.0
1595,2,7.65262942314559,7.7316959887699985,37.498583800700004,3000.0,0.0,9995.39,150.0,1.0,3.0,3.0,0.0
1596,1,1578.354818523778,5.85184911518,37.8832189758,3001.0,0.0,13487.04,0.0,0.0,9.0,1.0,0.0
1597,2,1092.8911394929796,5.85184911518,37.8832189758,3002.0,0.0,7363.539999999997,50.0,2.0,10.0,1.0,0.0
1598,1,9.565786778931988,5.85184911518,37.8832189758,3003.0,0.0,8210.18,50.0,1.107250755287009,6.0,0.0,0.0
1599,0,382.6314711572795,5.85184911518,37.8832189758,3004.0,0.0,2836.17,0.0,0.0,10.0,1.0,0.0
1600,1,741.3484753672292,5.85184911518,37.8832189758,3005.0,0.0,9667.73,0.0,2.0,9.0,1.0,0.0
1601,1,95.65786778931988,5.85184911518,37.8832189758,3006.0,0.0,5747.97,0.0,0.0,5.0,0.0,0.0
1602,1,1482.696950734458,5.85184911518,37.8832189758,3007.0,0.0,35329.28,0.0,0.0,7.0,0.0,0.0
1603,0,239.6229588122463,5.85184911518,37.8832189758,3008.0,0.0,1564.2,0.0,0.0,6.0,1.0,0.0
1604,1,595.4702269885163,5.85184911518,37.8832189758,3010.0,0.0,26385.56,0.0,2.0,7.0,1.0,0.0
1605,0,1076.1510126298483,5.85184911518,37.8832189758,3011.0,0.0,2319.04,0.0,2.0,7.0,0.0,0.0
1606,1,97.57102514510628,5.74709706037,37.8508868358,3014.0,0.0,8538.82,0.0,0.0,5.0,0.0,0.0
1607,1,114.78944134718384,5.74709706037,37.8508868358,3015.0,0.0,6129.84,0.0,2.0,7.0,0.0,0.0
1608,1,461.5492120834684,5.74709706037,37.8508868358,3020.0,0.0,8336.02,50.0,0.0,8.0,2.0,0.0
1609,1,114.78944134718384,5.74709706037,37.8508868358,3022.0,0.0,12655.94,0.0,2.0,8.0,1.0,0.0
1610,1,114.78944134718384,5.74709706037,37.8508868358,3023.0,0.0,7908.95,0.0,0.0,7.0,1.0,0.0
1611,1,693.5195414725691,5.60315524467,37.6030634072,3024.0,0.0,18159.5,0.0,2.0,4.0,1.0,0.0
1612,1,2487.104562522317,5.60315524467,37.6030634072,3025.0,0.0,41338.2,0.0,4.0,11.0,2.0,0.0
1613,1,1913.1573557863974,5.60315524467,37.6030634072,3026.0,0.0,10494.4,0.0,1.0,8.0,2.0,0.0
1614,1,6600.392877463071,5.60315524467,37.6030634072,3027.0,0.0,21189.53,0.0,2.0,5.0,2.0,0.0
1615,2,4472.005319150705,5.60315524467,37.6030634072,3028.0,0.0,36604.5,100.0,4.0,6.0,2.0,1.0
1616,2,47.82893389465994,5.60315524467,37.6030634072,3031.0,0.0,52821.36000000001,100.0,6.0,10.0,3.0,1.0
1617,1,1100.0654795771786,5.60315524467,37.6030634072,3032.0,0.0,45006.1,0.0,2.0,9.0,2.0,0.0
1618,0,9.565786778931988,5.60315524467,37.6030634072,3033.0,0.0,5619.700000000002,0.0,0.0,2.0,0.0,0.0
1619,2,1530.525884629118,5.554166834099998,37.8416513316,3041.0,0.0,9071.57,25.0,2.0,10.0,2.0,1.0
1620,0,286.97360336795964,5.554166834099998,37.8416513316,3042.0,0.0,1730.65,0.0,0.0,4.0,0.0,0.0
1621,3,286.97360336795964,5.49534488804,37.5518429316,3052.0,11.0,76471.90000000001,0.0,10.0,9.0,1.0,0.0
1622,3,1300.9470019347505,5.49534488804,37.5518429316,3054.0,34.0,77798.40000000001,200.0,6.0,9.0,0.0,1.0
1623,1,1846.1968483338733,5.49534488804,37.5518429316,3056.0,0.0,33949.899999999994,0.0,9.0,5.0,0.0,0.0
1624,3,526.1182728412593,5.49534488804,37.5518429316,3058.0,4.0,44258.2,0.0,4.0,10.0,1.0,0.0
1625,1,76.5262942314559,5.29947726643,37.4826182904,3061.0,0.0,13990.240000000002,0.0,0.0,10.0,0.0,0.0
1626,0,234.3617760838337,5.29947726643,37.4826182904,3062.0,4.0,4410.0700000000015,0.0,0.0,4.0,0.0,0.0
1627,1,129.13812151558184,5.29947726643,37.4826182904,3064.0,0.0,6356.38,0.0,0.0,5.0,0.0,0.0
1628,1,162.6183752418438,5.29947726643,37.4826182904,3065.0,0.0,9501.010000000002,0.0,0.0,3.0,0.0,0.0
1629,1,47.82893389465994,5.29947726643,37.4826182904,3067.0,0.0,7779.559999999998,0.0,0.0,9.0,0.0,0.0
1630,0,114.78944134718384,5.29947726643,37.4826182904,3069.0,0.0,2430.100000000001,0.0,0.0,5.0,0.0,0.0
1631,3,105.22365456825187,5.29947726643,37.4826182904,3070.0,18.0,10486.02,0.0,0.0,7.0,0.0,0.0
1632,1,263.05913642062967,5.25295513188,37.4271768268,3073.0,0.0,6611.15,4.0,0.0,6.0,1.0,1.0
1633,0,351.5426641257505,5.64655886803,37.3818910811,3083.0,0.0,504.9,0.0,0.0,1.0,1.0,0.0
1634,1,951.7957845037328,5.64655886803,37.3818910811,3085.0,0.0,10361.2,0.0,0.0,8.0,2.0,0.0
1635,0,86.0920810103879,5.64655886803,37.3818910811,3086.0,0.0,4769.9000000000015,0.0,0.0,3.0,0.0,0.0
1636,0,100.44076117878588,5.64655886803,37.3818910811,3087.0,0.0,412.1,0.0,0.0,7.0,0.0,0.0
1637,1,172.18416202077574,5.64655886803,37.3818910811,3088.0,0.0,12874.41,0.0,0.0,11.0,0.0,0.0
1638,1,95.65786778931988,5.64655886803,37.3818910811,3090.0,0.0,8897.03,0.0,0.0,12.0,2.0,0.0
1639,1,14.348680168397982,5.64655886803,37.3818910811,3091.0,0.0,10085.9,0.0,0.0,5.0,0.0,0.0
1640,1,43.046040505193936,5.64655886803,37.3818910811,3092.0,0.0,11107.7,0.0,0.0,8.0,1.0,0.0
1641,1,162.61837524184378,5.64655886803,37.3818910811,3093.0,0.0,15929.2,0.0,0.0,8.0,0.0,0.0
1642,0,344.3683240415516,5.6392839308500005,37.3823169626,3094.0,0.0,1612.9999999999998,0.0,0.0,1.0,0.0,0.0
1643,0,83.70063431565491,5.6392839308500005,37.3823169626,3095.0,0.0,1336.0,0.0,0.0,1.0,0.0,0.0
1644,1,712.6511150304332,5.6392839308500005,37.3823169626,3096.0,0.0,6871.26,0.0,0.0,6.0,0.0,0.0
1645,1,1745.7560871550877,5.6392839308500005,37.3823169626,3097.0,0.0,26265.4,0.0,2.0,9.0,2.0,0.0
1646,1,119.57233473664984,5.6392839308500005,37.3823169626,3098.0,0.0,22048.2,0.0,2.0,7.0,1.0,0.0
1647,0,550.0327397885893,5.6392839308500005,37.3823169626,3099.0,0.0,3086.7,0.0,0.0,5.0,0.0,0.0
1648,0,95.65786778931988,5.6392839308500005,37.3823169626,3100.0,0.0,5377.0,0.0,0.0,4.0,0.0,0.0
1649,1,1205.2891341454304,5.6392839308500005,37.3823169626,3101.0,0.0,26719.6,0.0,2.0,7.0,1.0,0.0
1650,1,1817.4994879970777,5.6392839308500005,37.3823169626,3102.0,0.0,23065.3,0.0,1.0,8.0,1.0,1.0
1651,1,750.914262146161,5.6392839308500005,37.3823169626,3103.0,0.0,20453.4,0.0,2.0,6.0,0.0,0.0
1652,0,215.23020252596973,5.6392839308500005,37.3823169626,3104.0,0.0,222.2,0.0,0.0,4.0,1.0,0.0
1653,1,449.5919786098034,5.6392839308500005,37.3823169626,3105.0,0.0,38025.7,0.0,4.0,14.0,1.0,0.0
1654,2,430.46040505193946,7.14637860111,36.8971397399,3106.0,0.0,34489.51999999998,25.0,2.0,4.0,1.0,0.0
1655,1,47.82893389465994,7.14637860111,36.8971397399,3111.0,0.0,9732.3,0.0,0.0,5.0,1.0,0.0
1656,3,286.97360336795964,7.14637860111,36.8971397399,3115.0,4.0,42344.169999999984,12.0,0.0,6.0,0.0,1.0
1657,1,172.18416202077574,7.14637860111,36.8971397399,3116.0,0.0,25341.7,12.0,1.0,7.0,0.0,0.0
1658,2,932.6642109458687,7.099243250010001,37.128257018,3128.0,0.0,23594.36,12.0,2.0,7.0,2.0,1.0
1659,0,9.565786778931988,7.099243250010001,37.128257018,3130.0,0.0,467.19,0.0,0.0,1.0,0.0,0.0
1660,2,215.23020252596973,7.099243250010001,37.128257018,3131.0,0.0,8822.869999999999,50.0,0.0,6.0,1.0,0.5
1661,2,1420.5193366714002,7.099243250010001,37.128257018,3132.0,0.0,26534.29,17.0,2.0,4.0,1.0,1.0
1662,2,2338.8348674488707,7.099243250010001,37.128257018,3133.0,0.0,30447.42,0.0,2.0,9.0,2.0,1.0
1663,2,790.1339879397823,7.099243250010001,37.128257018,3134.0,0.0,10363.37,25.0,0.0,9.0,1.0,1.0
1664,1,401.76304471514345,7.099243250010001,37.128257018,3135.0,0.0,12744.78,0.0,1.0,6.0,1.0,0.0
1665,1,913.5326373880048,7.099243250010001,37.128257018,3136.0,0.0,14524.06,1.0,1.0,6.0,1.0,0.0
1666,0,291.7564967574256,7.099243250010001,37.128257018,3137.0,0.0,3435.73,0.0,0.0,3.0,0.0,0.0
1667,2,6815.623079989042,7.099243250010001,37.128257018,3138.0,0.0,42127.53000000001,0.0,2.0,5.0,3.0,1.0
1668,1,263.05913642062967,6.9430215026100015,37.2950167052,3139.0,0.0,7151.279999999999,0.0,0.0,6.0,1.0,0.0
1669,1,47.82893389465994,6.9430215026100015,37.2950167052,3140.0,0.0,12907.89,0.0,1.0,8.0,1.0,0.0
1670,0,95.65786778931988,6.9430215026100015,37.2950167052,3141.0,0.0,2304.26,0.0,0.0,4.0,1.0,0.0
1671,1,239.14466947329967,6.9430215026100015,37.2950167052,3142.0,0.0,7947.7,0.0,2.0,7.0,1.0,0.0
1672,2,478.28933894659934,6.9430215026100015,37.2950167052,3144.0,0.0,21417.52,25.0,2.0,8.0,1.0,0.0
1673,1,229.57888269436768,6.9430215026100015,37.2950167052,3145.0,0.0,5674.21,0.0,2.0,6.0,1.0,0.0
1674,1,301.3222835363576,6.9430215026100015,37.2950167052,3149.0,0.0,9981.36,13.0,2.0,7.0,1.0,0.0
1675,2,229.57888269436768,7.036077013169999,37.3092790736,3151.0,0.0,24318.6,50.0,2.0,7.0,2.0,1.0
1676,1,975.7102514510627,7.036077013169999,37.3092790736,3152.0,0.0,28713.2,0.0,2.0,11.0,1.0,0.0
1677,1,478.28933894659934,7.036077013169999,37.3092790736,3153.0,0.0,18639.8,0.0,2.0,8.0,2.0,0.0
1678,1,243.92756286276568,7.036077013169999,37.3092790736,3155.0,0.0,7087.200000000002,0.0,0.0,8.0,1.0,0.0
1679,1,396.98015132567747,7.036077013169999,37.3092790736,3156.0,0.0,11262.36,0.0,1.0,5.0,1.0,0.0
1680,1,334.80253726261964,7.036077013169999,37.3092790736,3157.0,0.0,6760.200000000002,0.0,2.0,6.0,2.0,0.0
1681,1,263.05913642062967,7.036077013169999,37.3092790736,3158.0,0.0,22428.92,0.0,1.0,7.0,1.0,0.0
1682,1,573.9472067359193,7.036077013169999,37.3092790736,3159.0,0.0,10470.5,0.0,1.0,6.0,1.0,0.0
1683,1,86.0920810103879,7.036077013169999,37.3092790736,3160.0,0.0,13918.39,0.0,1.0,5.0,1.0,0.0
1684,1,502.20380589392937,7.036077013169999,37.3092790736,3161.0,0.0,13234.9,0.0,1.0,4.0,0.0,0.0
1685,1,1363.1246159978086,6.3639151416900015,36.5892168406,3162.0,0.0,6285.09,0.0,1.0,8.0,0.0,0.0
1686,2,4344.780354990909,6.3639151416900015,36.5892168406,3163.0,0.0,9500.4,50.0,2.0,10.0,1.0,1.0
1687,2,1592.7034986921758,6.3639151416900015,36.5892168406,3164.0,0.0,7291.700000000002,50.0,1.0,7.0,1.0,1.0
1688,1,3778.4857776781346,6.3639151416900015,36.5892168406,3165.0,0.0,10434.15,0.0,0.0,7.0,0.0,0.0
1689,2,7179.601266927403,6.3639151416900015,36.5892168406,3166.0,0.0,9249.36,100.0,0.0,6.0,1.0,1.0
1690,1,4656.146714645146,6.3639151416900015,36.5892168406,3167.0,0.0,6948.129999999999,6.0,0.0,6.0,0.0,1.0
1691,3,2293.397380248944,6.3639151416900015,36.5892168406,3168.0,4.0,11963.65,50.0,1.0,8.0,1.0,1.0
1692,3,2427.318395153992,6.3639151416900015,36.5892168406,3169.0,8.0,22882.5,200.0,6.0,9.0,10.0,1.0
1693,1,1300.9470019347505,6.3639151416900015,36.5892168406,3170.0,0.0,7615.69,16.0,0.0,6.0,0.0,1.0
1694,0,939.8385510300677,6.3639151416900015,36.5892168406,3171.0,0.0,586.9900000000001,0.0,0.0,5.0,0.0,0.0
1695,3,2709.5091051324853,6.3639151416900015,36.5892168406,3172.0,8.0,12702.91,26.0,1.0,8.0,1.0,1.0
1696,0,880.0523836617429,6.3639151416900015,36.5892168406,3173.0,1.0,2659.29,0.0,0.0,1.0,0.0,0.0
1697,1,396.98015132567747,6.333010355519999,36.603268534899996,3174.0,1.0,6191.9000000000015,0.0,0.0,4.0,0.0,0.0
1698,0,350.10779610891075,6.333010355519999,36.603268534899996,3175.0,0.0,5030.530000000002,12.0,0.0,4.0,1.0,1.0
1699,0,269.2768978269354,6.333010355519999,36.603268534899996,3176.0,0.0,3045.44,1.0,0.0,3.0,0.0,1.0
1700,0,466.3321054729345,6.333010355519999,36.603268534899996,3177.0,0.0,2334.9,0.0,0.0,4.0,1.0,0.0
1701,0,74.13484753672292,6.333010355519999,36.603268534899996,3178.0,0.0,959.2,0.0,0.0,3.0,0.0,1.0
1702,0,40.65459381046095,6.333010355519999,36.603268534899996,3179.0,0.0,122.6,0.0,0.0,3.0,0.0,0.0
1703,2,736.565581977763,6.333010355519999,36.603268534899996,3180.0,0.0,4855.9000000000015,50.0,1.0,6.0,0.0,1.0
1704,2,625.6024553421521,6.333010355519999,36.603268534899996,3181.0,0.0,7809.100000000001,25.0,2.0,4.0,1.0,1.0
1705,3,607.4274604621812,6.333010355519999,36.603268534899996,3182.0,11.0,22529.8,0.0,1.0,2.0,2.0,0.0
1706,1,245.36243087960548,6.333010355519999,36.603268534899996,3183.0,2.0,7853.1,0.0,0.0,6.0,0.0,0.0
1707,0,22.001309591543574,6.333010355519999,36.603268534899996,3184.0,0.0,531.1,0.0,0.0,2.0,0.0,0.0
1708,0,292.23478609637226,6.333010355519999,36.603268534899996,3185.0,0.0,1161.9,0.0,0.0,2.0,0.0,0.0
1709,3,153.0525884629118,6.2656349463,36.6109388136,3186.0,5.0,12472.830000000002,0.0,2.0,7.0,1.0,0.0
1710,2,605.9925924453413,6.2656349463,36.6109388136,3187.0,0.0,9057.07,13.0,2.0,5.0,1.0,1.0
1711,3,99.96247183983928,6.2656349463,36.6109388136,3188.0,27.0,31596.61,50.0,2.0,8.0,0.0,1.0
1712,0,133.92101490504783,6.2656349463,36.6109388136,3189.0,0.0,2190.17,0.0,0.0,1.0,0.0,0.0
1713,0,95.65786778931988,6.2656349463,36.6109388136,3190.0,0.0,4336.49,0.0,0.0,5.0,0.0,0.0
1714,3,209.49073045861053,6.2656349463,36.6109388136,3191.0,6.0,8875.83,25.0,0.0,4.0,0.0,1.0
1715,2,511.7695926728614,6.2656349463,36.6109388136,3192.0,2.0,9341.43,50.0,0.0,6.0,0.0,1.0
1716,1,832.223449767083,6.2656349463,36.6109388136,3193.0,3.0,5855.25,0.0,1.0,3.0,1.0,0.0
1717,3,2428.2749738318853,6.2656349463,36.6109388136,3194.0,46.0,53140.88000000001,50.0,3.0,9.0,1.0,1.0
1718,1,970.4490687226503,6.2656349463,36.6109388136,3195.0,1.0,15116.11,0.0,2.0,6.0,1.0,0.0
1719,0,62.177614063057916,6.2656349463,36.6109388136,3196.0,0.0,4156.63,0.0,0.0,4.0,0.0,0.0
1720,0,251.10190294696469,7.15974968202,36.836041539,3199.0,0.0,3735.25,0.0,0.0,3.0,1.0,0.0
1721,0,358.71700420994955,7.15974968202,36.836041539,3200.0,0.0,3180.9000000000005,50.0,1.0,5.0,1.0,1.0
1722,2,208.05586244177076,7.15974968202,36.836041539,3201.0,0.0,4823.25,100.0,1.0,6.0,1.0,0.0
1723,0,176.96705541024178,7.15974968202,36.836041539,3202.0,0.0,1270.5,25.0,1.0,3.0,1.0,0.0
1724,2,396.98015132567747,7.15974968202,36.836041539,3203.0,0.0,6590.5999999999985,25.0,1.0,5.0,1.0,1.0
1725,0,143.48680168397982,7.15974968202,36.836041539,3204.0,0.0,2919.4,25.0,1.0,3.0,1.0,1.0
1726,1,306.1051769258236,7.15974968202,36.836041539,3207.0,0.0,6582.95,50.0,1.0,7.0,1.0,0.0
1727,0,191.31573557863976,7.09517484082,36.655301736300004,3210.0,0.0,2741.7000000000007,0.0,0.0,3.0,0.0,0.0
1728,2,954.1872311984656,7.09517484082,36.655301736300004,3211.0,0.0,9302.45,50.0,0.0,6.0,1.0,1.0
1729,2,817.874769598685,7.09517484082,36.655301736300004,3212.0,0.0,13174.95,12.0,2.0,8.0,0.0,1.0
1730,2,1913.1573557863974,7.09517484082,36.655301736300004,3213.0,0.0,19384.0,50.0,2.0,6.0,1.0,1.0
1731,0,320.45385709422163,7.09517484082,36.655301736300004,3214.0,0.0,4250.9,25.0,1.0,4.0,0.0,1.0
1732,0,286.97360336795964,7.09517484082,36.655301736300004,3215.0,0.0,4309.15,25.0,0.0,4.0,0.0,1.0
1733,2,425.67751166247336,7.09517484082,36.655301736300004,3216.0,0.0,17997.5,50.0,0.0,6.0,0.0,1.0
1734,2,1157.4602002507706,7.09517484082,36.655301736300004,3218.0,0.0,17142.77,50.0,0.0,6.0,0.0,1.0
