,cluster,crop_sales___output___ethiopia_2015,latitude___ethiopia_2015,longitude___ethiopia_2015,nid,number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015
498,2,191.31573557863976,11.1913400617,36.949696931300004,1145.0,0.0,13901.38,225.0,2.0,8.0,1.0,0.5
499,2,79.3960302651355,11.1913400617,36.949696931300004,1147.0,0.0,37242.460000000014,350.0,2.0,6.0,2.0,1.0
500,2,554.8156331780554,11.1913400617,36.949696931300004,1148.0,0.0,12751.34,288.0,1.0,3.0,1.0,1.0
501,2,77.96116224829571,11.1913400617,36.949696931300004,1149.0,0.0,22834.52,463.0,3.0,7.0,1.0,1.0
502,2,231.0137507112075,11.1913400617,36.949696931300004,1150.0,0.0,14256.82,222.0,1.0,7.0,2.0,1.0
503,2,181.74994879970777,11.1913400617,36.949696931300004,1151.0,0.0,13621.169999999998,200.0,1.0,6.0,1.0,1.0
504,2,57.39472067359193,11.1913400617,36.949696931300004,1152.0,0.0,16227.259999999998,225.0,1.0,5.0,2.0,1.0
505,2,15.30525884629118,10.829337318399999,37.064423275,1164.0,0.0,25407.1,67.0,0.0,6.0,1.0,1.0
506,2,86.0920810103879,10.829337318399999,37.064423275,1171.0,0.0,5300.299999999998,70.0,0.0,6.0,1.0,1.0
507,2,72.69997951988309,10.829337318399999,37.064423275,1175.0,0.0,18772.05,49.0,0.0,6.0,0.0,1.0
508,0,95.65786778931988,10.9370696143,36.6547551047,1179.0,0.0,2067.4,0.0,0.0,6.0,0.0,0.0
509,2,47.82893389465994,10.9370696143,36.6547551047,1180.0,0.0,17323.800000000007,100.0,1.0,2.0,2.0,1.0
510,2,286.97360336795964,10.9370696143,36.6547551047,1183.0,0.0,19761.45,75.0,2.0,6.0,1.0,1.0
511,2,143.48680168397982,10.9370696143,36.6547551047,1184.0,0.0,40047.42,150.0,1.0,8.0,1.0,1.0
512,2,71.74340084198991,10.9370696143,36.6547551047,1185.0,0.0,47421.3,100.0,3.0,4.0,2.0,0.5
513,3,47.82893389465994,10.9370696143,36.6547551047,1186.0,8.0,35745.2,200.0,3.0,4.0,2.0,1.0
514,2,339.5854306520856,11.063662446099999,37.0703789795,1190.0,0.0,30479.98000000001,102.0,2.0,6.0,1.0,0.0
515,2,263.05913642062967,11.063662446099999,37.0703789795,1192.0,0.0,19040.95,127.0,2.0,4.0,1.0,0.0
516,3,95.65786778931988,11.063662446099999,37.0703789795,1197.0,4.0,43800.97,134.0,2.0,6.0,1.0,0.0
517,3,3993.715980204105,10.7206898499,39.8860291278,1205.0,10.0,37123.249999999985,0.0,2.0,10.0,1.0,0.0
518,0,5.739472067359192,10.7206898499,39.8860291278,1206.0,0.0,333.2,0.0,0.0,4.0,0.0,0.0
519,1,1114.4141597455766,10.7206898499,39.8860291278,1211.0,0.0,18245.0,0.0,2.0,7.0,1.0,0.0
520,3,310.8880703152896,10.7206898499,39.8860291278,1213.0,4.0,16996.8,0.0,3.0,5.0,1.0,0.0
521,1,23.91446694732997,10.7206898499,39.8860291278,1214.0,0.0,4446.800000000001,0.0,0.0,5.0,1.0,0.0
522,1,1693.1442598709616,11.1136181517,40.017211804,1216.0,0.0,13641.95,0.0,2.0,6.0,1.0,0.0
523,3,613.1669325295404,11.1136181517,40.017211804,1217.0,3.0,10014.65,29.0,0.0,3.0,1.0,1.0
524,1,1133.5457333034406,11.1136181517,40.017211804,1218.0,0.0,17310.5,30.0,0.0,9.0,0.0,0.0
525,2,173.14074069866902,11.1136181517,40.017211804,1219.0,0.0,13502.449999999995,29.0,0.0,4.0,1.0,1.0
526,2,3062.008347936129,11.1136181517,40.017211804,1222.0,0.0,8131.6,63.0,1.0,4.0,1.0,1.0
527,0,43.046040505193936,11.1136181517,40.017211804,1223.0,0.0,3947.1,0.0,0.0,5.0,1.0,0.0
528,0,492.6380191149974,11.1136181517,40.017211804,1224.0,0.0,3389.95,25.0,0.0,8.0,1.0,1.0
529,0,19.131573557863977,11.1136181517,40.017211804,1226.0,0.0,169.8,0.0,0.0,4.0,0.0,0.0
530,1,573.9472067359193,10.573892840900001,39.9354279996,1228.0,0.0,4677.25,0.0,6.0,6.0,1.0,0.0
531,3,3348.0253726261963,10.573892840900001,39.9354279996,1233.0,10.0,2489.2,50.0,0.0,7.0,0.0,0.0
532,1,1076.1510126298483,10.5883521237,39.9074958295,1238.0,0.0,7981.05,0.0,1.0,3.0,1.0,0.0
533,2,2487.104562522317,10.5883521237,39.9074958295,1240.0,0.0,6307.699999999999,75.0,1.0,1.0,1.0,1.0
534,1,363.49989759941553,10.5883521237,39.9074958295,1243.0,2.0,14689.749999999998,0.0,2.0,5.0,1.0,0.0
535,3,765.262942314559,10.5883521237,39.9074958295,1245.0,3.0,14676.05,38.0,2.0,6.0,1.0,1.0
536,2,2595.6762424631947,10.5883521237,39.9074958295,1246.0,2.0,16143.9,38.0,2.0,8.0,1.0,1.0
537,1,239.14466947329967,11.003906691,39.9387898351,1248.0,0.0,4888.9,0.0,2.0,3.0,1.0,0.0
538,1,1195.7233473664985,11.003906691,39.9387898351,1250.0,0.0,8820.65,0.0,2.0,6.0,2.0,0.0
539,1,4974.209125044634,11.003906691,39.9387898351,1251.0,0.0,7599.19,0.0,1.0,6.0,1.0,0.0
540,0,9.565786778931988,11.003906691,39.9387898351,1254.0,0.0,2321.5,0.0,0.0,2.0,0.0,0.0
541,1,143.48680168397982,10.987839190799999,39.9234074653,1258.0,0.0,15930.78,0.0,1.0,6.0,0.0,0.0
542,1,143.48680168397982,10.987839190799999,39.9234074653,1259.0,0.0,6699.86,0.0,0.0,5.0,1.0,0.0
543,1,286.97360336795964,10.987839190799999,39.9234074653,1263.0,0.0,11935.15,0.0,3.0,5.0,1.0,0.0
544,1,837.0063431565491,10.987839190799999,39.9234074653,1265.0,0.0,11776.82,0.0,1.0,7.0,2.0,0.0
545,3,860.9208101038789,10.987839190799999,39.9234074653,1268.0,5.0,8222.4,30.0,2.0,4.0,2.0,1.0
546,1,2200.130959154357,10.9436292122,40.0054371148,1272.0,0.0,20228.15,0.0,2.0,7.0,1.0,0.0
547,2,2555.499937991681,10.9436292122,40.0054371148,1273.0,0.0,21789.2,38.0,2.0,7.0,1.0,0.0
548,2,2200.130959154357,10.9436292122,40.0054371148,1278.0,0.0,10590.0,50.0,3.0,8.0,1.0,1.0
549,3,7652.62942314559,10.9436292122,40.0054371148,1279.0,6.0,27682.15,38.0,3.0,5.0,1.0,1.0
550,2,3300.196438731536,10.9436292122,40.0054371148,1280.0,0.0,29651.35,50.0,2.0,8.0,1.0,0.0
551,0,737.0438713167098,10.9436292122,40.0054371148,1281.0,0.0,3464.8,0.0,0.0,6.0,0.0,0.0
552,2,15.30525884629118,9.83705860887,34.9150151529,1282.0,0.0,12283.5,3750.0,2.0,5.0,1.0,1.0
553,1,526.1182728412593,9.83705860887,34.9150151529,1283.0,0.0,13699.23,0.0,1.0,5.0,1.0,0.0
554,3,451.98342530453635,9.83705860887,34.9150151529,1284.0,6.0,33967.99,13.0,0.0,6.0,1.0,0.0
555,2,947.0128911142668,9.83705860887,34.9150151529,1285.0,0.0,11918.34,1080.0,0.0,4.0,0.0,0.0
556,2,825.0491096828839,9.83705860887,34.9150151529,1286.0,1.0,35273.65,63.0,0.0,4.0,1.0,1.0
557,1,171.22758334288255,9.83705860887,34.9150151529,1287.0,0.0,24831.4,12.0,0.0,4.0,0.0,0.0
558,0,248.71045625223167,9.83705860887,34.9150151529,1288.0,2.0,7092.35,50.0,0.0,3.0,0.0,1.0
559,1,319.975567755275,9.83705860887,34.9150151529,1289.0,0.0,8210.45,0.0,0.0,4.0,0.0,0.0
560,2,354.8906894983768,9.83705860887,34.9150151529,1290.0,0.0,9851.39,38.0,0.0,4.0,0.0,1.0
561,2,658.1261303905208,9.83705860887,34.9150151529,1291.0,0.0,74393.58,1934.0,0.0,6.0,1.0,1.0
562,3,459.15776538873536,9.83705860887,34.9150151529,1292.0,5.0,42180.250000000015,20.0,1.0,6.0,1.0,1.0
563,1,143.48680168397982,9.83705860887,34.9150151529,1293.0,0.0,13900.95,0.0,0.0,6.0,1.0,0.0
564,2,14.348680168397982,9.35810274536,35.5751653852,1294.0,0.0,69960.7,107.0,4.0,12.0,0.0,0.0
565,2,95.65786778931988,9.35810274536,35.5751653852,1296.0,0.0,38568.7,86.0,2.0,7.0,3.0,1.0
566,1,20.566441574703774,9.35810274536,35.5751653852,1297.0,0.0,6438.529999999999,0.0,0.0,8.0,1.0,0.0
567,2,38.26314711572795,9.35810274536,35.5751653852,1298.0,0.0,23216.4,139.0,2.0,5.0,1.0,1.0
568,2,286.97360336795964,9.35810274536,35.5751653852,1299.0,0.0,37374.55000000002,34.0,2.0,4.0,1.0,0.0
569,2,11.957233473664985,9.35810274536,35.5751653852,1300.0,0.0,15321.0,5000.0,0.0,6.0,1.0,0.0
570,3,23.91446694732997,9.35810274536,35.5751653852,1301.0,3.0,48324.6,84.0,1.0,4.0,3.0,0.0
571,2,200.88152235757173,9.35810274536,35.5751653852,1302.0,0.0,21795.250000000004,150.0,2.0,6.0,2.0,0.0
572,2,52.61182728412594,9.35810274536,35.5751653852,1303.0,0.0,31867.45,50.0,0.0,5.0,2.0,0.0
573,0,7.652629423145591,9.35810274536,35.5751653852,1304.0,0.0,4398.2,0.0,0.0,1.0,1.0,0.0
574,3,526.1182728412593,9.07702977605,35.6156340346,1307.0,24.0,38512.81,218.0,2.0,4.0,1.0,1.0
575,2,28.697360336795963,9.07702977605,35.6156340346,1308.0,2.0,23951.19,236.0,2.0,4.0,1.0,1.0
576,2,487.85512572553137,9.07702977605,35.6156340346,1309.0,0.0,75330.09999999998,365.0,1.0,12.0,1.0,1.0
577,2,561.9899732622545,9.07702977605,35.6156340346,1310.0,0.0,16549.4,8856.0,1.0,7.0,1.0,1.0
578,2,253.97163898064431,9.07702977605,35.6156340346,1311.0,0.0,26491.62000000001,71.0,1.0,6.0,1.0,1.0
579,3,19.131573557863977,9.07702977605,35.6156340346,1312.0,6.0,18466.840000000004,191.0,0.0,4.0,1.0,1.0
580,2,23.91446694732997,9.07702977605,35.6156340346,1314.0,0.0,8552.31,49.0,0.0,6.0,0.0,1.0
581,0,47.82893389465994,9.07702977605,35.6156340346,1315.0,0.0,3381.8,0.0,0.0,5.0,0.0,0.0
582,0,119.57233473664984,9.07702977605,35.6156340346,1316.0,0.0,5184.18,10.0,0.0,6.0,0.0,1.0
583,2,47.82893389465994,9.07702977605,35.6156340346,1317.0,0.0,24242.45,1074.0,1.0,7.0,1.0,0.5
584,0,19.131573557863977,9.38880972769,35.6143908552,1322.0,0.0,61.60000000000001,0.0,0.0,3.0,0.0,0.0
585,2,114.78944134718384,8.7688653041,35.567175413600005,1331.0,0.0,8950.65,26.0,0.0,7.0,0.0,1.0
586,2,435.2432984414054,8.7688653041,35.567175413600005,1333.0,0.0,13185.65,76.0,1.0,7.0,1.0,1.0
587,2,621.7761406305792,8.7688653041,35.567175413600005,1334.0,0.0,33042.3,188.0,2.0,8.0,1.0,0.5
588,3,478.28933894659934,8.7688653041,35.567175413600005,1336.0,9.0,21539.2,26.0,1.0,5.0,1.0,1.0
589,1,119.57233473664984,8.7688653041,35.567175413600005,1339.0,0.0,7475.5,0.0,0.0,7.0,0.0,0.0
590,0,23.91446694732997,8.7688653041,35.567175413600005,1341.0,0.0,5019.4000000000015,25.0,0.0,5.0,0.0,1.0
591,1,57.39472067359193,9.84708661386,36.3422982077,1342.0,0.0,15290.35,0.0,0.0,3.0,0.0,0.0
592,2,1195.7233473664985,9.84708661386,36.3422982077,1343.0,0.0,36775.610000000015,117.0,1.0,7.0,1.0,0.0
593,2,296.5393901468916,9.84708661386,36.3422982077,1345.0,0.0,13705.6,200.0,2.0,3.0,0.0,1.0
594,3,107.13681192403826,9.84708661386,36.3422982077,1348.0,3.0,37065.98,124.0,2.0,5.0,1.0,1.0
595,0,255.8847963364307,9.84708661386,36.3422982077,1349.0,2.0,3230.95,0.0,1.0,5.0,1.0,0.0
596,3,140.13877631135364,9.84708661386,36.3422982077,1352.0,3.0,33001.5,42.0,2.0,5.0,1.0,1.0
597,1,486.89854704763815,9.0308423142,36.4037942076,1353.0,0.0,9704.95,0.0,0.0,7.0,1.0,0.0
598,0,28.69736033679597,9.0308423142,36.4037942076,1354.0,0.0,2810.350000000001,0.0,0.0,4.0,0.0,0.0
599,1,35.39341108204835,9.0308423142,36.4037942076,1355.0,0.0,9654.8,0.0,0.0,4.0,0.0,0.0
600,1,573.9472067359193,9.0308423142,36.4037942076,1356.0,0.0,36641.74000000001,0.0,3.0,3.0,2.0,0.0
601,1,52.61182728412594,9.0308423142,36.4037942076,1357.0,0.0,10397.5,0.0,0.0,7.0,0.0,0.0
602,1,239.14466947329967,9.0308423142,36.4037942076,1358.0,0.0,10245.35,0.0,1.0,4.0,1.0,0.0
603,0,97.57102514510626,9.0308423142,36.4037942076,1359.0,0.0,2299.95,0.0,0.0,2.0,0.0,0.0
604,2,105.22365456825187,9.0308423142,36.4037942076,1360.0,0.0,20968.1,9.0,1.0,8.0,1.0,1.0
605,1,35.871700420994955,9.0308423142,36.4037942076,1361.0,0.0,23601.75,0.0,1.0,7.0,1.0,0.0
606,2,27.740781658902765,9.0308423142,36.4037942076,1362.0,0.0,7141.5999999999985,4250.0,0.0,6.0,0.0,0.0
607,1,320.45385709422163,9.0308423142,36.4037942076,1363.0,0.0,48799.59,0.0,4.0,7.0,2.0,0.0
608,0,5.739472067359192,8.74304517464,36.4844481911,1365.0,2.564777327935223,42.11,0.0,0.0,4.0,0.0,0.0
609,0,43.046040505193936,8.74304517464,36.4844481911,1368.0,0.0,119.7,0.0,0.0,6.0,1.0,0.0
610,0,43.524329844140546,8.74304517464,36.4844481911,1371.0,0.0,252.49,0.0,0.0,3.0,0.0,0.0
611,0,143.48680168397982,8.74304517464,36.4844481911,1372.0,0.0,3033.22,0.0,0.0,7.0,1.0,0.0
612,0,7.174340084198991,8.74304517464,36.4844481911,1374.0,0.0,564.51,0.0,0.0,6.0,1.0,0.0
613,3,3381.505626352457,8.6536780825,36.6077474888,1376.0,30.0,63474.45,75.0,4.0,8.0,2.0,1.0
614,3,2869.7360336795964,8.6536780825,36.6077474888,1377.0,6.0,51881.13000000001,0.0,4.0,4.0,2.0,0.0
615,1,1171.8088804191686,8.6536780825,36.6077474888,1379.0,0.0,30023.4,0.0,0.0,7.0,2.0,0.0
616,3,1482.696950734458,8.6536780825,36.6077474888,1380.0,25.0,28553.2,150.0,2.0,4.0,2.0,1.0
617,2,616.9932472411133,8.6536780825,36.6077474888,1382.0,0.0,55255.94,75.0,4.0,12.0,2.0,1.0
618,3,626.5590340200451,8.6536780825,36.6077474888,1384.0,20.0,28010.1,75.0,2.0,4.0,1.0,1.0
619,3,1219.6378143138284,8.6536780825,36.6077474888,1385.0,13.0,30528.07,0.0,3.0,6.0,1.0,0.0
620,3,650.4735009673752,8.6536780825,36.6077474888,1386.0,21.0,25678.04,100.0,2.0,8.0,1.0,1.0
621,2,119.57233473664984,8.66161555833,35.6426976235,1389.0,0.0,23820.9,125.0,0.0,4.0,0.0,0.5
622,3,28.697360336795963,8.66161555833,35.6426976235,1390.0,6.0,31661.16,25.0,2.0,4.0,1.0,1.0
623,2,215.23020252596973,8.66161555833,35.6426976235,1391.0,0.0,8635.509999999998,50.0,1.0,6.0,1.0,1.0
624,2,803.526089430287,8.66161555833,35.6426976235,1392.0,0.0,15683.949999999995,125.0,0.0,4.0,1.0,0.5
625,2,621.7761406305792,8.66161555833,35.6426976235,1393.0,0.0,27326.2,25.0,2.0,9.0,1.0,1.0
626,3,315.67096370475565,8.66161555833,35.6426976235,1394.0,12.0,101284.5,75.0,0.0,8.0,1.0,0.5
627,2,774.828729093491,8.66161555833,35.6426976235,1395.0,0.0,18719.74,56.0,2.0,7.0,1.0,1.0
628,2,143.48680168397982,8.66161555833,35.6426976235,1397.0,0.0,11554.09,375.0,1.0,9.0,0.0,1.0
629,0,1243.5522812611584,8.0938276118,36.4574609552,1398.0,0.0,4010.5,0.0,0.0,7.0,0.0,0.0
630,0,138.70390829451384,8.0938276118,36.4574609552,1400.0,0.0,976.51,0.0,0.0,2.0,0.0,0.0
631,1,382.6314711572795,8.0938276118,36.4574609552,1403.0,3.0,8213.98,0.0,0.0,5.0,0.0,0.0
632,2,19.131573557863977,8.18930636005,36.469984739699996,1407.0,0.0,43403.69,100.0,1.0,5.0,2.0,1.0
633,2,1941.8547161231934,8.18930636005,36.469984739699996,1408.0,0.0,25262.81,8750.0,1.0,4.0,1.0,1.0
634,2,478.28933894659934,8.18930636005,36.469984739699996,1411.0,0.0,21446.18,50.0,2.0,3.0,1.0,1.0
635,2,239.14466947329967,8.18930636005,36.469984739699996,1414.0,0.0,32012.97,100.0,1.0,3.0,0.0,0.0
636,2,980.4931448405288,8.18930636005,36.469984739699996,1415.0,0.0,16394.19,1250.0,0.0,4.0,1.0,1.0
637,1,485.46367903079835,8.18930636005,36.469984739699996,1416.0,0.0,10771.14,0.0,1.0,5.0,2.0,0.0
638,2,3558.4726817626997,8.18930636005,36.469984739699996,1417.0,0.0,52630.43,5.0,1.0,9.0,2.0,1.0
639,2,47.82893389465994,8.18930636005,36.469984739699996,1418.0,1.0,29684.22,50.0,2.0,6.0,1.0,0.0
640,2,1009.1905051773247,8.16979824749,35.6406321333,1419.0,0.0,28824.0,75.0,2.0,8.0,1.0,1.0
641,0,392.1972579362115,8.16979824749,35.6406321333,1420.0,0.0,362.35,5000.0,0.0,3.0,0.0,1.0
642,0,153.0525884629118,8.16979824749,35.6406321333,1421.0,0.0,960.24,0.0,0.0,5.0,0.0,0.0
643,2,963.7530179773978,8.16979824749,35.6406321333,1423.0,0.0,14857.330000000002,125.0,1.0,7.0,1.0,1.0
644,1,2171.433598817561,8.16979824749,35.6406321333,1424.0,0.0,46594.61,0.0,1.0,5.0,1.0,0.0
645,2,526.1182728412593,8.16979824749,35.6406321333,1425.0,0.0,15787.52,25.0,2.0,8.0,0.0,1.0
646,1,172.18416202077574,8.16979824749,35.6406321333,1426.0,0.0,12575.86,0.0,2.0,7.0,2.0,0.0
647,2,2247.9598930490174,8.16979824749,35.6406321333,1427.0,0.0,42495.89,50.0,3.0,7.0,3.0,1.0
648,1,95.65786778931988,8.16979824749,35.6406321333,1428.0,0.0,7185.09,0.0,0.0,6.0,1.0,0.0
649,2,645.6906075779092,8.16979824749,35.6406321333,1429.0,0.0,61130.09999999999,50.0,2.0,5.0,2.0,1.0
650,2,621.7761406305792,8.643027548660001,37.0632145326,1433.0,0.0,22333.58,1626.0,2.0,7.0,1.0,0.0
651,3,1281.8154283768865,8.643027548660001,37.0632145326,1434.0,74.0,70196.40000000001,225.0,4.0,3.0,1.0,1.0
652,2,66.96050745252391,8.643027548660001,37.0632145326,1438.0,0.0,41237.609999999986,43.0,2.0,8.0,1.0,0.0
653,2,480.6807856413324,8.643027548660001,37.0632145326,1439.0,0.0,21180.25,78.0,1.0,5.0,1.0,1.0
654,1,47.82893389465994,8.643027548660001,37.0632145326,1441.0,0.0,9722.39,0.0,0.0,1.0,0.0,0.0
655,2,2271.8743599963473,7.669123761810001,36.92553529,1442.0,0.0,11948.04,9937.0,2.0,7.0,1.0,0.6666666666666666
656,3,1253.1180680400905,7.669123761810001,36.92553529,1443.0,3.0,28016.770000000004,129.0,4.0,6.0,1.0,1.0
657,2,650.4735009673752,7.669123761810001,36.92553529,1444.0,1.0,26802.540000000005,128.0,3.0,9.0,1.0,1.0
658,3,679.1708613041711,7.669123761810001,36.92553529,1445.0,5.0,17828.79,8750.0,2.0,8.0,1.0,1.0
659,2,294.14794345215864,7.669123761810001,36.92553529,1446.0,0.0,7165.49,3430.0,1.0,5.0,1.0,1.0
660,3,2013.598116965184,7.669123761810001,36.92553529,1447.0,6.0,21174.79,150.0,2.0,6.0,1.0,1.0
661,3,2114.038878143969,7.669123761810001,36.92553529,1448.0,8.0,33718.26,106.0,2.0,6.0,1.0,1.0
662,2,236.7532227785667,7.669123761810001,36.92553529,1449.0,0.0,5978.780000000002,50.0,1.0,9.0,1.0,1.0
663,3,1781.6277875760832,7.669123761810001,36.92553529,1450.0,8.0,29292.67,219.0,3.0,11.0,2.0,1.0
664,2,1831.8481681654762,7.669123761810001,36.92553529,1451.0,0.0,21617.48,7046.0,2.0,9.0,0.0,1.0
665,2,2248.438182387964,7.669123761810001,36.92553529,1452.0,0.0,15513.15,125.0,2.0,8.0,0.0,1.0
666,2,1291.3812151558184,7.669123761810001,36.92553529,1453.0,0.0,30695.419999999995,150.0,2.0,5.0,1.0,1.0
667,3,655.2563943568413,7.547830775739999,37.0818248622,1454.0,12.0,41341.94,64.0,2.0,3.0,0.0,1.0
668,2,298.9308368416246,7.547830775739999,37.0818248622,1455.0,0.0,9538.47,29.0,1.0,2.0,0.0,1.0
669,2,724.6083485040981,7.547830775739999,37.0818248622,1456.0,3.0,39897.3,2405.0,2.0,7.0,1.0,1.0
670,3,222.40454261016876,7.547830775739999,37.0818248622,1457.0,7.0,16751.55,115.0,2.0,8.0,3.0,1.0
671,2,236.7532227785667,7.547830775739999,37.0818248622,1458.0,0.0,8383.99,2792.0,1.0,6.0,0.0,1.0
672,2,756.6537342135202,7.547830775739999,37.0818248622,1459.0,2.0,11113.62,2925.0,0.0,2.0,0.0,1.0
673,3,387.4143645467455,7.547830775739999,37.0818248622,1460.0,5.0,75024.66,0.0,2.0,2.0,1.0,1.0
674,2,1004.4076117878587,7.547830775739999,37.0818248622,1461.0,3.0,9080.69,5000.0,0.0,4.0,1.0,1.0
675,2,2903.216287405858,7.547830775739999,37.0818248622,1462.0,0.0,26311.369999999995,213.0,2.0,9.0,2.0,1.0
676,2,420.8946182730075,7.547830775739999,37.0818248622,1464.0,0.0,9209.79,1051.0,1.0,9.0,1.0,1.0
677,3,837.0063431565491,7.547830775739999,37.0818248622,1465.0,30.0,23301.75,7798.0,2.0,4.0,1.0,1.0
678,1,430.46040505193946,7.880058625619999,36.0983250614,1467.0,0.0,6346.4,25.0,0.0,6.0,0.0,0.0
679,2,199.92494367967856,7.880058625619999,36.0983250614,1468.0,0.0,3942.7,5800.0,0.0,8.0,1.0,0.0
680,1,674.3879679147051,7.880058625619999,36.0983250614,1473.0,2.0,371156.53,0.0,0.0,4.0,0.0,0.0
681,0,683.9537546936373,7.475567446419999,36.4429756569,1475.0,0.0,3997.739999999999,0.0,0.0,5.0,0.0,0.0
682,0,253.4933496416977,7.475567446419999,36.4429756569,1476.0,0.0,772.13,0.0,0.0,7.0,0.0,0.0
683,1,846.5721299354808,7.475567446419999,36.4429756569,1477.0,0.0,4474.51,25.0,1.0,7.0,1.0,0.0
684,1,1030.7135254299217,7.475567446419999,36.4429756569,1478.0,0.0,10040.95,2.0,0.0,3.0,1.0,0.0
685,1,990.0589316194607,7.475567446419999,36.4429756569,1479.0,0.0,6959.0,0.0,1.0,6.0,1.0,0.0
686,2,2721.4663386061497,7.475567446419999,36.4429756569,1480.0,0.0,12782.36,25.0,2.0,7.0,1.0,1.0
687,2,1628.575199113171,7.475567446419999,36.4429756569,1481.0,1.0,11101.18,2500.0,1.0,6.0,1.0,1.0
688,1,1678.7955797025638,7.475567446419999,36.4429756569,1482.0,0.0,12611.42,0.0,0.0,4.0,1.0,1.0
689,2,2054.252710775644,7.475567446419999,36.4429756569,1483.0,0.0,17176.19,125.0,2.0,12.0,2.0,1.0
690,2,1085.7167994087806,7.475567446419999,36.4429756569,1484.0,0.0,14986.309999999998,85.0,2.0,6.0,1.0,1.0
691,1,1645.315325976302,7.475567446419999,36.4429756569,1485.0,0.0,11625.71,0.0,1.0,5.0,1.0,0.0
692,0,1994.4665434073197,7.475567446419999,36.4429756569,1486.0,3.0,2991.390000000001,0.0,0.0,1.0,0.0,0.0
693,2,368.2827909888815,8.84115434604,37.913579797800004,1487.0,0.0,29639.23,213.0,2.0,5.0,1.0,0.0
694,2,287.45189270690634,8.84115434604,37.913579797800004,1489.0,0.0,12472.29,75.0,1.0,5.0,1.0,0.0
695,0,28.697360336795963,8.84115434604,37.913579797800004,1491.0,0.0,982.41,0.0,0.0,6.0,1.0,0.0
696,2,813.0918762092191,8.84115434604,37.913579797800004,1492.0,0.0,16122.86,150.0,0.0,4.0,1.0,0.0
697,2,3826.3147115727947,8.84115434604,37.913579797800004,1494.0,0.0,14980.43,100.0,1.0,6.0,1.0,0.0
698,0,143.48680168397982,8.84115434604,37.913579797800004,1495.0,0.0,5047.280000000002,85.0,0.0,2.0,1.0,0.0
699,2,1434.8680168397982,8.84115434604,37.913579797800004,1496.0,0.0,14905.4,220.0,2.0,6.0,1.0,0.0
700,2,2558.847963364307,8.84115434604,37.913579797800004,1497.0,0.0,17189.53,150.0,2.0,4.0,1.0,0.0
701,1,2300.5717203331437,8.84115434604,37.913579797800004,1498.0,0.0,9998.39,94.0,1.0,6.0,0.0,0.0
702,2,12031.36832120171,8.46646303095,37.4369214482,1499.0,0.0,49323.71,300.0,4.0,7.0,2.0,1.0
703,2,602.6445670727152,8.46646303095,37.4369214482,1500.0,2.0,25285.23,300.0,3.0,3.0,2.0,1.0
704,2,8260.056883607771,8.46646303095,37.4369214482,1501.0,2.0,37885.53,500.0,2.0,5.0,2.0,1.0
705,3,3558.4726817627,8.46646303095,37.4369214482,1503.0,14.0,11470.75,400.0,3.0,3.0,2.0,1.0
706,3,334.80253726261964,8.46646303095,37.4369214482,1504.0,80.0,31103.65,950.0,3.0,4.0,0.0,1.0
707,3,478.28933894659934,8.46646303095,37.4369214482,1505.0,17.0,10073.59,250.0,2.0,6.0,0.0,1.0
708,2,15305.25884629118,8.46646303095,37.4369214482,1507.0,0.0,42019.17,400.0,4.0,4.0,4.0,1.0
709,3,401.7630447151435,8.46646303095,37.4369214482,1508.0,18.0,35933.22,650.0,4.0,4.0,2.0,1.0
710,2,1377.4732961662064,9.3723549327,38.3223627848,1521.0,0.0,47708.8,378.0,4.0,7.0,2.0,1.0
711,2,420.8946182730075,9.3723549327,38.3223627848,1522.0,0.0,26541.63,200.0,2.0,5.0,0.0,1.0
712,3,38.26314711572795,9.3723549327,38.3223627848,1526.0,4.0,32660.06,250.0,5.0,6.0,4.0,1.0
713,3,908.7497439985389,9.3723549327,38.3223627848,1527.0,14.0,52598.98,344.0,3.0,7.0,2.0,1.0
714,2,411.3288314940755,9.3723549327,38.3223627848,1528.0,0.0,37312.60000000001,225.0,2.0,7.0,0.0,1.0
715,2,573.9472067359193,9.3723549327,38.3223627848,1529.0,0.0,29154.020000000004,150.0,2.0,8.0,2.0,1.0
716,2,47.82893389465994,9.3723549327,38.3223627848,1530.0,0.0,16253.26,185.0,0.0,7.0,1.0,1.0
717,0,14.348680168397982,10.0165864149,38.2492265926,1532.0,0.0,1234.4700000000005,0.0,0.0,5.0,0.0,0.0
718,2,741.3484753672292,9.891234236699999,38.3744314394,1541.0,0.0,8323.59,150.0,1.0,6.0,1.0,0.0
719,2,243.92756286276568,9.891234236699999,38.3744314394,1542.0,0.0,19765.28,150.0,2.0,6.0,1.0,0.0
720,2,1123.979946524509,9.891234236699999,38.3744314394,1547.0,0.0,34583.75,150.0,2.0,6.0,2.0,0.0
721,2,3108.8807031528963,9.891234236699999,38.3744314394,1548.0,0.0,13849.219999999998,35.0,2.0,6.0,1.0,0.0
722,2,3491.512174310176,9.891234236699999,38.3744314394,1551.0,0.0,25838.430000000004,500.0,5.0,2.0,1.0,0.0
